"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"MING WAH (INTERNATIONAL) LTD","6223643","Active","Private limited company","","","","82990","Scala House Floor 5 Unit 5 R11-14 Holloway Circus Queensway Birmingham B1 1EQ","B1 1EQ","82","2007","4","23","","","","52.47464754545455","-1.899698",
"STAYINGCOOL (ROTUNDA) LIMITED","5312878","Active","Private limited company","","","","55100","Office 1 Izabella House 24-26 Regent Place Birmingham B1 3NJ","B1 3NJ","55","2004","12","14","","","","52.48616493333334","-1.9100368",
"THE SAFETY DEPOSIT CENTRE LTD","8476353","Active","Private limited company","","","","82990","31a Frederick Street Birmingham B1 3HH","B1 3HH","82","2013","4","5","","","","52.48655575","-1.912026875",
"D. JAY LIMITED","1316994","Active","Private limited company","","","","32990","113 Pope Street Birmingham B1 3AG","B1 3AG","32","1977","6","15","","","","52.484998999999995","-1.9151540000000002",
"VIET-TOWN SUPERMARKET LTD","12360059","Active","Private limited company","","","","56290","Apartment 58 65 Irving Street Birmingham B1 1DH","B1 1DH","56","2019","12","12","","","","52.47279333333333","-1.902275333333333",
"CONTEMPORARY BUILD LTD","12930098","Active","Private limited company","","","","41100 43220 43320","7-8 Suffolk Street Queensway Birmingham B1 1LT","B1 1LT","41 43 ","2020","10","5","","","","52.4758344","-1.9009754",
"MORRISON & ASSOCIATES LTD","8139924","Active","Private limited company","","","","74902","Irving House 47 Frederick Street Birmingham B1 3HN","B1 3HN","74","2012","7","12","","","","52.48572514285714","-1.9122922857142854",
"COMMERCIAL UTILITIES LIMITED","10494009","Active","Private limited company","","","","96090","57 Frederick Street Birmingham B1 3HS","B1 3HS","96","2016","11","23","","","","52.4850144117647","-1.9121324117647063",
"360 COVERAGE LTD","12518610","Active","Private limited company","","","","68201 81210 98000","3 Fournier House 8 Tenby Street Birmingham B1 3AJ","B1 3AJ","68 81 98","2020","3","16","","","","52.485326333333326","-1.913881",
"CLAREMONT PROPERTY DEVELOPMENT LTD","9325359","Active","Private limited company","","","","41100","18-21 Summer Hill Terrace Birmingham B1 3RA","B1 3RA","41","2014","11","24","","","","52.48273066666667","-1.9131108333333333",
"CN LOCUM SERVICES LIMITED","12523326","Active","Private limited company","","","","47730","Alexander House 60-61 Tenby Street North Birmingham B1 3EG","B1 3EG","47","2020","3","18","","","","52.486492428571424","-1.9136612857142856",
"EDHIRYA IT LTD","13783956","Active","Private limited company","","","","62011 62012 62020 62090","3 Sovereign Court C/O Start.Biz Ground Floor Graham Street Birmingham B1 3JR","B1 3JR","62   ","2021","12","6","","","","52.48450342222223","-1.9099816444444448",
"EMPRESS MINIATURES LIMITED","6570404","Active","Private limited company","","","","47890 47910","C/O National Business Register Group Ltd/Start.Biz Ground Floor 3 Sovereign Court Graham Street Birmingham B1 3JR","B1 3JR","47 ","2008","4","18","","","","52.48450342222223","-1.9099816444444448",
"CHAPMAN TATE ASSOCIATES LIMITED","9010997","Active","Private limited company","","","","78109","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","78","2014","4","25","","","","52.48520935714286","-1.910360785714286",
"CODEVATE LIMITED","8614325","Active","Private limited company","","","","62012 62020","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","62 ","2013","7","18","","","","52.48520935714286","-1.910360785714286",
"BEAUMARIS HEALTHCARE LIMITED","5755331","Active","Private limited company","","","","87300","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","87","2006","3","24","","","","52.48520935714286","-1.910360785714286",
"HAMPTONS INTERNATIONAL ESTATES LIMITED","13265373","Active","Private limited company","","","","68100","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","68","2021","3","15","","","","52.48520935714286","-1.910360785714286",
"PROPERTY INVESTORS GROUP LTD","11791572","Active","Private limited company","","","","68209 68320","Unit 21a 57 Frederick Street Birmingham B1 3HS","B1 3HS","68 ","2019","1","28","","","","52.4850144117647","-1.9121324117647063",
"LAV PROJECTS LTD","12366104","Active","Private limited company","","","","99999","27 Westgate 10 Arthur Place Birmingham B1 3DB","B1 3DB","99","2019","12","16","","","","52.48314148571429","-1.9144301428571424",
"BEAU EATERIES LTD","6542607","Active","Private limited company","","","","56101","The Pig & Tail Albion Street Jewellery Quarter Birmingham B1 3ED","B1 3ED","56","2008","3","25","","","","52.4848495","-1.914193",
"HOMESNAG (NORTH) LIMITED","11365628","Active","Private limited company","","","","82990","Office 1 Izabella House 24-26 Regent Place, City Centre Birmingham B1 3NJ","B1 3NJ","82","2018","5","16","","","","52.48616493333334","-1.9100368",
"KCS PROPERTY SERVICES LTD","11984424","Active","Private limited company","","","","55100 55209 55900","237 Upper Marshall Street Birmingham B1 1LP","B1 1LP","55  ","2019","5","8","","","","52.474285","-1.905428",
"HOLLOWAY CLUB LTD","12123360","Active","Private limited company","","","","56301","89 Holloway Head Birmingham B1 1QP","B1 1QP","56","2019","7","26","","","","52.473725200000004","-1.903985",
"SAB INVESTMENTS LTD","10035359","Active","Private limited company","","","","68209","27 Royal Arch Wharfside Street The Mailbox Birmingham B1 1RB","B1 1RB","68","2016","3","1","","","","52.475924","-1.905797",
"NEW LIFE RECRUITMENT LIMITED","12339906","Active","Private limited company","","","","78200","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","78","2019","11","29","","","","52.47404376923077","-1.9075247692307695",
"KLARA CLEANING SERVICES LIMITED","10281546","Active","Private limited company","","","","55100 55900 81210 81299","237 Upper Marshall Street Birmingham B1 1LP","B1 1LP","55  81 ","2016","7","15","","","","52.474285","-1.905428",
"SHOGUN HOLDINGS LIMITED","11643537","Active","Private limited company","","","","70100","The Cube Level 7 Wharfside Street Birmingham B1 1RN","B1 1RN","70","2018","10","25","","","","52.475075","-1.906753",
"TOUCHWOOD ESTATES LIMITED","9769064","Active","Private limited company","","","","68310","Studio 10 Granville Street Birmingham B1 1SB","B1 1SB","68","2015","9","9","","","","52.47404376923077","-1.9075247692307695",
"NUMERIC FUTURES HOLDINGS LIMITED","8120343","Active","Private limited company","","","","70100","168 Holliday Street Birmingham B1 1TJ","B1 1TJ","70","2012","6","26","","","","52.4752972","-1.9090136000000002",
"KDS318 LTD","10786451","Active","Private limited company","","","","82990","Alexander House 60-61 Tenby Street North Birmingham B1 3EG","B1 3EG","82","2017","5","24","","","","52.486492428571424","-1.9136612857142856",
"WESTSIDE PARTNERSHIP LIMITED","5531474","Active","Private limited by guarantee without share capital","","","","82990","Quayside Tower 252-260 Broad Street Birmingham B1 2HF","B1 2HF","82","2005","8","9","","","","52.477327","-1.911114",
"SAGESS LIMITED","13127010","Active","Private limited company","","","","72200","12 The Wharf 16 Bridge Street Birmingham B1 2JS","B1 2JS","72","2021","1","11","","","","52.4770443076923","-1.9080292307692308",
"SING DRAGON LIMITED","12341991","Active","Private limited company","","","","56103","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","56","2019","12","2","","","","52.47404376923077","-1.9075247692307695",
"ETHOS FLOWERS LTD","9931604","Active","Private limited company","","","","47760","2 Brunswick Street Brindley Place Birmingham B1 2JF","B1 2JF","47","2015","12","29","","","","52.477903","-1.914406",
"PABLO'S LAUNDERETTE LIMITED","12524272","Active","Private limited company","","","","96010","6 King Edwards Road Birmingham B1 2PZ","B1 2PZ","96","2020","3","18","","","","52.483624","-1.920867",
"CLAREMONT LAND & NEW HOMES SUMMERHILL LIMITED","12117309","Active","Private limited company","","","","68100","18-21 Summer Hill Terrace Birmingham B1 3RA","B1 3RA","68","2019","7","23","","","","52.48273066666667","-1.9131108333333333",
"BW LETS LTD","12533170","Active","Private limited company","","","","68209 68310 68320","27 Carver Street Birmingham B1 3AS","B1 3AS","68  ","2020","3","25","","","","52.48583566666667","-1.916100555555556",
"E CONSTRUCTION 210911 LIMITED","10501688","Active","Private limited company","","","","43390","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","43","2016","11","29","","","","52.47404376923077","-1.9075247692307695",
"MIZU BROOK STREET LIMITED","11356013","Active","Private limited company","","","","68209","Suite 3 4th Floor, Queens Gate 121 Suffolk Street Queensway Birmingham B1 1LX","B1 1LX","68","2018","5","11","","","","52.47630830000001","-1.9026450999999998",
"ST DERBY LTD","11126070","Active","Private limited company","","","","56101","12 Summer Hill Street Birmingham B1 2PE","B1 2PE","56","2017","12","28","","","","52.48211","-1.915795",
"JBVJ ARCHITECTS LIMITED","12533832","Active","Private limited company","","","","71111","Beyond House 55 Holloway Head Birmingham B1 1HP","B1 1HP","71","2020","3","25","","","","52.474298111111096","-1.9031511111111112",
"GOLDEN WOK FOOD LIMITED","11333448","Active","Private limited company","","","","56103","Suite F10 5th Flr Scala Hse 36 Holloway Circus Queensway Birmingham B1 1EQ","B1 1EQ","56","2018","4","27","","","","52.47464754545455","-1.899698",
"LONG YI LTD","12516304","Active","Private limited company","","","","68209","Unit 3 Unit 3 Sirius John Bright Street Birmingham B1 1PU","B1 1PU","68","2020","3","13","","","","52.477039","-1.90176",
"LINDEN HOUSE RESIDENTIAL HOME LIMITED","5006634","Active","Private limited company","","","","87300","Studio 10 Granville Street Birmingham B1 1SB","B1 1SB","87","2004","1","6","","","","52.47404376923077","-1.9075247692307695",
"INSOL GROUP LIMITED","4777548","Active","Private limited company","","","","66190","Sapphire Heights Courtyard 31 Tenby Street North Birmingham B1 3ES","B1 3ES","66","2003","5","27","","","","52.48544128571429","-1.9140940000000002",
"CALAMUS GROUP LIMITED","13248924","Active","Private limited company","","","","30920","Alpha Works Alpha Tower Suffolk Street Queensway Birmingham B1 1TT","B1 1TT","30","2021","3","5","","","","52.47851563636364","-1.9062289090909095",
"MONARCH ELECTRICAL CONTRACTORS LTD","7017999","Active","Private limited company","","","","43210","91 Albion Street Birmingham B1 3AA","B1 3AA","43","2009","9","14","","","","52.48452508333333","-1.9154199166666668",
"COACH HOUSE WEALTH PROTECTION LIMITED","10689761","Active","Private limited company","","","","70221","Sapphire Heights Courtyard 31 Tenby Street North Birmingham B1 3ES","B1 3ES","70","2017","3","24","","","","52.48544128571429","-1.9140940000000002",
"POOL LANE MANAGEMENT LIMITED","2454317","Active","Private limited company","","","","98000","Sapphire Heights Courtyard 31 Tenby Street North Birmingham B1 3ES","B1 3ES","98","1989","12","20","","","","52.48544128571429","-1.9140940000000002",
"UK NUMBER STORE LIMITED","2883497","Active","Private limited company","","","","46900 61900","27 Frederick Street Birmingham B1 3HH","B1 3HH","46 61","1993","12","23","","","","52.486647","-1.912216",
"CHANCE GLASS WORKS LIMITED","4779779","Active","Private limited company","","","","68209 82990","First House Sutton Street Birmingham B1 1PE","B1 1PE","68 82","2003","5","29","","","","52.47259833333333","-1.9037765555555555",
"SSAH SERVICES LIMITED","9336345","Active","Private limited company","","","","99999","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","99","2014","12","2","","","","52.47404376923077","-1.9075247692307695",
"INFINITE KITCHEN COMPANY LTD","11706733","Active","Private limited company","","","","31020","1 Izabella House 24 - 26 Regent Place Birmingham B1 3NJ","B1 3NJ","31","2018","12","3","","","","52.48616493333334","-1.9100368",
"IE BRAND LIMITED","11834563","Active","Private limited company","","","","99999","124 Pope Street Birmingham B1 3AG","B1 3AG","99","2019","2","19","","","","52.48494483333334","-1.9150034999999999",
"RIVERSIDE DRIVE INVESTMENTS 1 LIMITED","8595864","Active","Private limited company","","","","68209","First House Sutton Street Birmingham B1 1PE","B1 1PE","68","2013","7","3","","","","52.47259833333333","-1.9037765555555555",
"ENTERCODE LIMITED","7595996","Active","Private limited company","","","","41100","First House Sutton Street Birmingham B1 1PE","B1 1PE","41","2011","4","7","","","","52.47259833333333","-1.9037765555555555",
"CREATIVE CONSTRUCTION (SOLIHULL) LIMITED","7737313","Active","Private limited company","","","","43290","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","43","2011","8","11","","","","52.48520935714286","-1.910360785714286",
"HAUS BIRMINGHAM LTD","12580932","Active","Private limited company","","","","68209","Unit 2 65 Edward Street Birmingham B1 2RA","B1 2RA","68","2020","4","30","","","","52.48110012","-1.9130783599999999",
"MOTORS, PUMPS & GEARBOXES UK LIMITED","10555053","Active","Private limited company","","","","96090","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","96","2017","1","10","","","","52.47404376923077","-1.9075247692307695",
"HARKIN (HOLDINGS) LIMITED","5112291","Active","Private limited company","","","","96090","C/O Vaghela & Co (Services) Ltd Studio 10 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","96","2004","4","26","","","","52.4742084047619","-1.9082864761904754",
"AIRCRAFT TECHNICAL MANAGEMENT & CONSULTATION LIMITED","6779521","Active","Private limited company","","","","33160","Alexander House 60-61 Tenby Street North Birmingham B1 3EG","B1 3EG","33","2008","12","23","","","","52.486492428571424","-1.9136612857142856",
"OMB PLANT HIRE LTD","12391324","Active","Private limited company","","","","43999","C/O Vaghela & Co. Services 10 Clarks Courtyard 145 Granville Street B1 1SB","B1 1SB","43","2020","1","8","","","","52.4742084047619","-1.9082864761904754",
"KINGEL LIMITED","9747023","Active","Private limited company","","","","70229","Alpha Works Alpha Tower Suffolk Street Queensway Birmingham B1 1TT","B1 1TT","70","2015","8","25","","","","52.47851563636364","-1.9062289090909095",
"FUTURMASTER LIMITED","3867261","Active","Private limited company","","","","62030","Spacemade 10 Brindley Place Birmingham B1 2JB","B1 2JB","62","1999","10","27","","","","52.477365","-1.912117",
"KNOLLCROFT MANAGEMENT COMPANY LIMITED","3443571","Active","Private limited company","","","","98000","80 Holloway Head Birmingham B1 1QP","B1 1QP","98","1997","10","2","","","","52.473725200000004","-1.903985",
"PLATINUM IMPORTS LTD","11330018","Active","Private limited company","","","","82990","Izabella House 24-26 Regent Place City Centre Birmingham B1 3NJ","B1 3NJ","82","2018","4","26","","","","52.48616493333334","-1.9100368",
"BLAM WEBSITES LTD","9381351","Active","Private limited company","","","","73120","Alpha Tower Alpha Works Floor 21 Suffolk Street Queensway Birmingham B1 1TT","B1 1TT","73","2015","1","9","","","","52.47851563636364","-1.9062289090909095",
"FABRIC TECHNOLOGIES LIMITED","6130706","Active","Private limited company","","","","68209","The Mailbox Level 3 101 Wharfside Street Birmingham B1 1RF","B1 1RF","68","2007","2","28","","","","52.475549","-1.905646",
"CLEAR REVIEW LIMITED","8851632","Active","Private limited company","","","","62012","The Mailbox Level 3 101 Wharfside Street Birmingham B1 1RF","B1 1RF","62","2014","1","20","","","","52.475549","-1.905646",
"TRINITY SOFTWARE LIMITED","6505218","Active","Private limited company","","","","62012 63110","The Mailbox Level 3 101 Wharfside Street Birmingham B1 1RF","B1 1RF","62 63","2008","2","15","","","","52.475549","-1.905646",
"SCIENCE WAREHOUSE LIMITED","2890957","Active","Private limited company","","","","62090","The Mailbox Level 3 101 Wharfside Street Birmingham B1 1RF","B1 1RF","62","1994","1","25","","","","52.475549","-1.905646",
"TRANSOFT GROUP LIMITED","1974716","Active","Private limited company","","","","62020","The Mailbox Level 3 101 Wharfside Street Birmingham B1 1RF","B1 1RF","62","1986","1","2","","","","52.475549","-1.905646",
"PELLCOMP SOFTWARE LIMITED","1970712","Active","Private limited company","","","","62012 62020 63110","The Mailbox Level 3 101 Wharfside Street Birmingham B1 1RF","B1 1RF","62  63","1985","12","12","","","","52.475549","-1.905646",
"GOLDEN RAINBOW LIMITED","10215901","Active","Private limited company","","","","56103","Suite 3 4th Floor Queens Gate 121 Suffolk Street Queensway Birmingham B1 1LX","B1 1LX","56","2016","6","6","","","","52.47630830000001","-1.9026450999999998",
"INOUTLINK LTD","12552501","Active","Private limited company","","","","46900 47910 47990 82990","Suite 3 4th Floor Queens Gate 121 Suffolk Street Queensway Birmingham B1 1LX","B1 1LX","46 47  82","2020","4","9","","","","52.47630830000001","-1.9026450999999998",
"TOPLIGHT CONSTRUCTION LTD","12438199","Active","Private limited company","","","","41201 41202","Office 1 Izabella House 24-26 Regent Place Birmingham B1 3NJ","B1 3NJ","41 ","2020","2","3","","","","52.48616493333334","-1.9100368",
"ECORYS ESOP TRUSTEE LIMITED","2784268","Active","Private limited company","","","","74990","Albert House Quay Place 92-93 Edward Street Birmingham B1 2RA","B1 2RA","74","1993","1","27","","","","52.48110012","-1.9130783599999999",
"TR FURNITURE LTD","10910337","Active","Private limited company","","","","47599","52 Blucher Street Birmingham B1 1QU","B1 1QU","47","2017","8","10","","","","52.47479288888889","-1.9034657777777777",
"SWITCH ENERGY AND SAVE LTD","13164379","Active","Private limited company","","","","82990","12 Summer Hill Street Birmingham B1 2PE","B1 2PE","82","2021","1","28","","","","52.48211","-1.915795",
"W4 SYSTEMS LTD","7785441","Active","Private limited company","","","","62012","Izabella House 24-26 Regent Place Birmingham B1 3NJ","B1 3NJ","62","2011","9","23","","","","52.48616493333334","-1.9100368",
"TRAVEL CLUB ELITE LIMITED","1889230","Active","Private limited company","","","","79110","Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","79","1985","2","22","","","","52.47404376923077","-1.9075247692307695",
"ZAHLA SUPERMARKET LTD","11036500","Active","Private limited company","","","","46341 46370","1 Izabella House 24-26 Regent Place City Centre Birmingham B1 3NJ","B1 3NJ","46 ","2017","10","27","","","","52.48616493333334","-1.9100368",
"WBN PROPERTY LTD","11795045","Active","Private limited company","","","","68209","Office 1 Izabella House 24-26 Regent Place City Centre Birmingham B1 3NJ","B1 3NJ","68","2019","1","29","","","","52.48616493333334","-1.9100368",
"ASD 10 LIMITED","11532969","Active","Private limited company","","","","70100","11 Suffolk Street Queensway Birmingham B1 1LT","B1 1LT","70","2018","8","23","","","","52.47590240000001","-1.9010118000000003",
"VANTAGE GROUP CONSULTING LTD","12084526","Active","Private limited company","","","","82990","12 Summer Hill Street Birmingham B1 2PE","B1 2PE","82","2019","7","4","","","","52.48211","-1.915795",
"FRANCHISECO LTD","11578483","Active","Private limited company","","","","56290","2-5 Suffolk Street Queensway Birmingham B1 1LT","B1 1LT","56","2018","9","19","","","","52.4759492","-1.9011014000000004",
"CHAIIWALEY LTD","12289436","Active","Private limited company","","","","46180 46900","5 Ground Floor Office 5 Regent Place Birmingham B1 3NJ","B1 3NJ","46 ","2019","10","30","","","","52.485733999999994","-1.9104024",
"VS CONNECT LIMITED","12284020","Active","Private limited company","","","","82990","Office 301.10 One Victoria Square Birmingham B1 1BD","B1 1BD","82","2019","10","28","","","","52.478892","-1.902826",
"CINDY ASSETS LIMITED","11430433","Active","Private limited company","","","","68209","Suite 3 4th Floor, Queens Gate 121 Suffolk Street Queensway Birmingham B1 1LX","B1 1LX","68","2018","6","25","","","","52.47630830000001","-1.9026450999999998",
"FRONTIER HARVESTERS LIMITED","13252065","Active","Private limited company","","","","01500 64201","Apartment 17 The Foundry 83-86 Carver Street Birmingham B1 3AY","B1 3AY","01 64","2021","3","8","","","","52.48631031818183","-1.9157668181818182",
"E CHOICE CONSULTING LIMITED","4838699","Active","Private limited company","","","","78109","Suite 10 4th Floor Queens Gate 121 Suffolk Street Birmingham B1 1LX","B1 1LX","78","2003","7","19","","","","52.47609508695652","-1.9022218695652173",
"BORDESLEY GRILL HOUSE LTD","13130340","Active","Private limited company","","","","56103 56290","C/O Vaghela & Co Studio 10 Clarks Courtyard Granville Street B1 1SB","B1 1SB","56 ","2021","1","13","","","","52.4742084047619","-1.9082864761904754",
"CLAIMS MANAGEMENT AND ADJUSTING LIMITED","2955406","Active","Private limited company","","","","65120","11a The Wharf Bridge Street Birmingham B1 2JS","B1 2JS","65","1994","8","3","","","","52.4770443076923","-1.9080292307692308",
"ARAGSAN BEAUTY LTD","11765812","Active","Private limited company","","","","46450","Flat 11 Cleveland Tower Holloway Head Birmingham B1 1UB","B1 1UB","46","2019","1","14","","","","52.474921","-1.901608",
"MILBEN ACCOUNTS LIMITED","9429881","Active","Private limited company","","","","69201 69202 69203 82110","Izabella House 24 - 26 Regent Place Birmingham B1 3NJ","B1 3NJ","69   82","2015","2","9","","","","52.48616493333334","-1.9100368",
"HORTONS' ESTATE DEVELOPMENTS LIMITED","5348997","Active","Private limited company","","","","41100 68100 68209","Latham House 4th Floor 33-34 Paradise Street Birmingham B1 2AJ","B1 2AJ","41 68 ","2005","2","1","","","","52.47872988888889","-1.9041053333333333",
"CLUDEAN GROUP LTD","12398554","Active","Private limited company","","","","70229","Second Floor Suite 21 Graham Street Birmingham B1 3JR","B1 3JR","70","2020","1","13","","","","52.484486000000004","-1.911102125",
"KALON ENTERPRISES LIMITED","5562583","Active","Private limited company","","","","41100 86900","11 Brunswick Square Birmingham B1 2LP","B1 2LP","41 86","2005","9","13","","","","52.476727","-1.914361",
"AURORA FINANCIAL IFA LIMITED","11236418","Active","Private limited company","","","","66190 66290","11 Brindley Place Brunswick Square Birmingham B1 2LP","B1 2LP","66 ","2018","3","6","","","","52.476727","-1.914361",
"CORNEX LIMITED","100151","Active","Private limited company","","","","41100 68100 68209","Latham House 4th Floor 33-34 Paradise Street Birmingham B1 2AJ","B1 2AJ","41 68 ","1908","11","4","","","","52.47872988888889","-1.9041053333333333",
"GARRY CHAPMAN MR CONSULTANCY & AUDIO HIRE LTD","13133653","Active","Private limited company","","","","62020 77291","Studio 10 Clarks Courtyard 145 Granville Street Birmingham B1 1ZQ","B1 1ZQ","62 77","2021","1","14","","","","52.495930888888886","-1.8939225555555557",
"BELQES MOHSEN AHMED LTD","13158860","Active","Private limited company","","","","47710","Isabella House 24 - 26 Regents Place Birmingham B1 3NJ","B1 3NJ","47","2021","1","26","","","","52.48616493333334","-1.9100368",
"FAB HOSPITALITY LIMITED","12388318","Active","Private limited company","","","","47110","145 Granville Street Birmingham B1 1SB","B1 1SB","47","2020","1","6","","","","52.47404376923077","-1.9075247692307695",
"SALIENT SOLUTIONS LIMITED","5360273","Active","Private limited company","","","","70229","C/O National Business Register Gp Ltd (Start.Biz) Ground Floor 3 Sovereign Court Graham Street Birmingham B1 3JR","B1 3JR","70","2005","2","10","","","","52.48450342222223","-1.9099816444444448",
"BIR LOGISTICS LTD","13533963","Active","Private limited company","","","","52290","C/O Vaghela & Co (Services) Ltd Studio 10 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","52","2021","7","27","","","","52.4742084047619","-1.9082864761904754",
"AL - MUSTEFA LIMITED","10139061","Active","Private limited company","","","","47220","Alexander House 60-61 Tenby Street North Birmingham B1 3EG","B1 3EG","47","2016","4","21","","","","52.486492428571424","-1.9136612857142856",
"POINT 3 GEORGE STREET MANAGEMENT COMPANY LIMITED","4341156","Active","Private limited company","","","","98000","C/O York Laurent 12 Frederick Street Birmingham B1 3HE","B1 3HE","98","2001","12","17","","","","52.48518320000001","-1.9114054",
"THE WOODS SOLIHULL LIMITED","13036229","Active","Private limited company","","","","56102","Restaurant At The Woods Unit 109/111Level 3, The Mailbox, Wharfside Street Birmingham B1 1RF","B1 1RF","56","2020","11","23","","","","52.475736","-1.9054829230769232",
"TIME SOFTWARE LIMITED","13391144","Active","Private limited company","","","","62011 62012","3 Wharfside Street Spaces Level 1 Mailbox Birmingham B1 1RD","B1 1RD","62 ","2021","5","12","","","","52.476849","-1.903694",
"AIR LIQUIDE ADVANCED BUSINESS AND TECHNOLOGIES UK LIMITED","8676392","Active","Private limited company","","","","35220","13th Floor Alpha Tower Suffolk Street Queensway Birmingham B1 1TT","B1 1TT","35","2013","9","4","","","","52.47851563636364","-1.9062289090909095",
"CHARLTON PARK MANAGEMENT COMPANY (NO.3) LIMITED","5012636","Active","Private limited company","","","","98000","C/O York Laurent 12-13 Frederick Street Birmingham B1 3HE","B1 3HE","98","2004","1","12","","","","52.484978","-1.9113152307692307",
"MIKE JASSI LTD.","11126502","Active","Private limited company","","","","59112 62020","Office 1 Izabella House 24-26 Regent Place Birmingham B1 3NJ","B1 3NJ","59 62","2017","12","28","","","","52.48616493333334","-1.9100368",
"THE JEWELLERY QUARTER ASSOCIATION LIMITED","2402191","Active","Private limited by guarantee without share capital","","","","94120","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","94","1989","7","7","","","","52.48520935714286","-1.910360785714286",
"SW LITTLEHAMPTON LIMITED","11671438","Active","Private limited company","","","","56103","Suite F10 5th Flr Scala Hse 36 Holloway Circus Queensway Birmingham B1 1EQ","B1 1EQ","56","2018","11","12","","","","52.47464754545455","-1.899698",
"WALLSEND YUMMY LIMITED","11987384","Active","Private limited company","","","","56103","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","56","2019","5","9","","","","52.47404376923077","-1.9075247692307695",
"POINT 2 GRAHAM STREET MANAGEMENT COMPANY LIMITED","4340845","Active","Private limited company","","","","98000","C/O York Laurent 12 Frederick Street Birmingham B1 3HE","B1 3HE","98","2001","12","14","","","","52.48518320000001","-1.9114054",
"GEM LLH SPV 3 LIMITED","11743518","Active","Private limited company","","","","68209","245 Broad Street Birmingham B1 2HQ","B1 2HQ","68","2018","12","28","","","","52.476852","-1.911821",
"CENTURYTOUCH GROUP LTD","8118389","Active","Private limited company","","","","68209","Suite F10 5th Floor Scala House 36 Holloway Circus Queensway Birmingham B1 1EQ","B1 1EQ","68","2012","6","25","","","","52.47464754545455","-1.899698",
"VZ CARVER STREET LTD","12155855","Active","Private limited company","","","","68100 68320","30 Horse Fair Birmingham B1 1DD","B1 1DD","68 ","2019","8","14","","","","52.47394","-1.899244",
"JOSAL EV LIMITED","10500276","Active","Private limited company","","","","59200 81299 98200","Izabella Place  4-26 Regent Pl Birmingham Regent Place Birmingham B1 3NJ","B1 3NJ","59 81 98","2016","11","28","","","","52.48616493333334","-1.9100368",
"A&Y GROUP LTD","13141563","Active","Private limited company","","","","64209","Gn House 119 Holloway Head Birmingham B1 1QP","B1 1QP","64","2021","1","18","","","","52.473734","-1.9044521666666665",
"I TOUGH LIMITED","4461354","Active","Private limited company","","","","58190","12 The Wharf 16 Bridge Street Birmingham B1 2JS","B1 2JS","58","2002","6","14","","","","52.4770443076923","-1.9080292307692308",
"YATTON FARM SERVICES LIMITED","9549073","Active","Private limited company","","","","02100 43290 81300","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","02 43 81","2015","4","18","","","","52.48520935714286","-1.910360785714286",
"STEADYAPPLY LTD","13411474","Active","Private limited company","","","","74909","Flat 180 Cleveland Tower Holloway Head Birmingham B1 1UE","B1 1UE","74","2021","5","20","","","","52.474841","-1.901619",
"MARK GRAY TATTOOS LTD","9710551","Active","Private limited company","","","","96090","16 Floor 1 16 Regent Place Birmingham B1 3NJ","B1 3NJ","96","2015","7","30","","","","52.486107714285716","-1.9102724285714285",
"WATERLOW BUSINESS SUPPLIES LIMITED","2384199","Active","Private limited company","","","","82990","The Mailbox Level 3 101 Wharfside Street Birmingham B1 1RF","B1 1RF","82","1989","5","15","","","","52.475549","-1.905646",
"HUBERT NUNEZ LIMITED","12160509","Active","Private limited company","","","","46770 46900 47910","Izabella House 24-26 Regent Place Birmingham B1 3NJ","B1 3NJ","46  47","2019","8","16","","","","52.48616493333334","-1.9100368",
"CONSULTCRM LIMITED","4977774","Active","Private limited company","","","","62012","The Mailbox Level 3 101 Wharfside Street Birmingham B1 1RF","B1 1RF","62","2003","11","26","","","","52.475549","-1.905646",
"COVERNOTE LIMITED","2283228","Active","Private limited company","","","","68209","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","68","1988","8","2","","","","52.48520935714286","-1.910360785714286",
"ORCHARD MEWS (BLABY) MANAGEMENT COMPANY LIMITED","7266042","Active","Private limited company","","","","98000","12/13 Frederick Street Birmingham B1 3HE","B1 3HE","98","2010","5","26","","","","52.484978","-1.9113152307692307",
