"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"SLAMON MHD LTD","14412633","Active","Private limited company","","","","49410 53202","Flat 39 Addenbrooke Court Southbank Road Cradley Heath B64 6LJ","B64 6LJ","49 53","2022","10","11","","","","52.47144","-2.0651099",
"ROOST CATERING CO. LIMITED","13851563","Active","Private limited company","","","","56102 56210","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","56 ","2022","1","17","","","","52.4721103","-2.082174",
"COLD BRAYFIELD LTD","13897782","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2022","2","7","","","","52.47162","-2.05652",
"SUPERIOR CE LTD","13838703","Active","Private limited company","","","","46760","30 Surfeit Hill Road Cradley Heath B64 7EB","B64 7EB","46","2022","1","10","","","","52.46796228571429","-2.0745045714285713",
"YETIN CORP LTD","14568095","Active","Private limited company","","","","47910","11 Barrs Crescent Cradley Heath B64 7EY","B64 7EY","47","2023","1","3","","","","52.4685815","-2.0649533",
"SARA DEA LIMITED","13850755","Active","Private limited company","","","","99999","20 Barrs Road Cradley Heath B64 7HG","B64 7HG","99","2022","1","15","","","","52.466702","-2.0729548",
"CONNOR DAVID DEA LIMITED","13850781","Active","Private limited company","","","","99999","20 Barrs Road Cradley Heath B64 7HG","B64 7HG","99","2022","1","15","","","","52.466702","-2.0729548",
"VERVE INFRASTRUCTURE & NETWORK CO LTD","13882176","Active","Private limited company","","","","62020","29 Allbut Street Cradley Heath B64 5ER","B64 5ER","62","2022","1","31","","","","52.4763831","-2.0777467",
"JH RENOVATIONS LTD","13864340","Active","Private limited company","","","","43210 43390 43999","71 Bearmore Road Cradley Heath B64 6DU","B64 6DU","43  ","2022","1","21","","","","52.4730744","-2.0726866",
"KEE SAFETY EBT LIMITED","14444080","Active","Private limited company","","","","74990","Unit A2 Cradley Business Park Overend Road Cradley Heath B64 7DW","B64 7DW","74","2022","10","26","","","","52.46419","-2.07869",
"HADEN ROSS LTD","13848022","Active","Private limited company","","","","41100","60 Haden Park Road Cradley Heath B64 7HE","B64 7HE","41","2022","1","13","","","","52.4662852","-2.0668575",
"MAS SPECIALIST FABRICATORS LTD","14040771","Active","Private limited company","","","","24520","Unit 6 Garratts Lane Cradley Heath B64 5RE","B64 5RE","24","2022","4","12","","","","52.478279199999996","-2.0609648",
"JAY. C SOLUTIONS LIMITED","14054450","Active","Private limited company","","","","43210","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","43","2022","4","19","","","","52.4721103","-2.082174",
"P BASI LOCUMS LIMITED","13834697","Active","Private limited company","","","","47730","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","47","2022","1","7","","","","52.4736945","-2.0792254",
"EL ROI PROPERTIES LTD","15427564","Active","Private limited company","","","","68100 68201 68209 68320","46 Unitt Drive Cradley Heath B64 6DB","B64 6DB","68   ","2024","1","19","","","","52.47109600000001","-2.0699899999999998",
"S&J WELDING FABRICATIONS MIDLANDS LTD","15006344","Active","Private limited company","","","","25110 25990","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","25 ","2023","7","17","","","","52.4736945","-2.0792254",
"ARETHUSE LTD","14193368","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","6","24","","","","52.47162","-2.05652",
"ARIGUANI LTD","14196685","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","6","27","","","","52.47162","-2.05652",
"ANNE GALLEY LTD","14185196","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","6","21","","","","52.47162","-2.05652",
"EPIMEDIUM LTD","14588040","Active","Private limited company","","","","52103","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","52","2023","1","12","","","","52.47162","-2.05652",
"ENTERPRISE PARK LTD","14154073","Active","Private limited company","","","","85590","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","85","2022","6","7","","","","52.47162","-2.05652",
"ES LEONARD LTD","14157855","Active","Private limited company","","","","85590","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","85","2022","6","8","","","","52.47162","-2.05652",
"PLUMWOOD MUSIC1 CIC","15400259","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","59200 90010","43 Compton Road Cradley Heath B64 5BB","B64 5BB","59 90","2024","1","9","","","","52.4727633","-2.0874706",
"APPLIED HOMES LIMITED","14638086","Active","Private limited company","","","","43310","Sandwell Accountancy Services Ltd Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","43","2023","2","3","","","","52.4736945","-2.0792254",
"LIAM'S LOGISTICS AND TECHNICAL SERVICES LTD","15301135","Active","Private limited company","","","","53202","50 Southbank Road Cradley Heath B64 6LX","B64 6LX","53","2023","11","21","","","","52.4717654","-2.0667159",
"HILLS ATTRACTIONS LIMITED","14457826","Active","Private limited company","","","","93210","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","93","2022","11","2","","","","52.4721103","-2.082174",
"ASHLESHANT LTD","14500137","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2022","11","22","","","","52.47162","-2.05652",
"DAB TYRES SERVICES LIMITED","14748034","Active","Private limited company","","","","45320","Corner Of Elbow Street & Highgate Street Elbow Street Cradley Heath B64 6JP","B64 6JP","45","2023","3","22","","","","52.47648","-2.06596",
"AIM 1 LTD","14360096","Active","Private limited company","","","","68209","95 Denby Way Cradley Heath B64 5RF","B64 5RF","68","2022","9","15","","","","52.4873051","-2.0639498",
"MODEDEVIECO LTD","14443842","Active","Private limited company","","","","47650 47710 47789 81210","27 Chester Road Cradley Heath B64 6AA","B64 6AA","47   81","2022","10","26","","","","52.469522","-2.0873582",
"OA LILLEY LTD","14050621","Active","Private limited company","","","","52103","First Floor Offices 102 Ae Station Road Old Hill B64 6PL","B64 6PL","52","2022","4","18","","","","52.47162","-2.05652",
"ROOFING PATROL LIMITED","15337374","Active","Private limited company","","","","43910","143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","43","2023","12","8","","","","52.472181","-2.082596",
"DASYLIRION LTD","14539055","Active","Private limited company","","","","52103","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","52","2022","12","13","","","","52.47162","-2.05652",
"SCOTIANIX LTD","14199947","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","6","28","","","","52.47162","-2.05652",
"FLOORING & CARPET-FITTING & SUPPLIES LTD","15341895","Active","Private limited company","","","","47530","208 Halesowen Road Birmingham B64 6HN","B64 6HN","47","2023","12","11","","","","52.47562","-2.0679599",
"SMART SAFE SOLUTIONS LTD","15343640","Active","Private limited company","","","","81210 96090","Shakespeare Building 26 Cradley Road Cradley Heath B64 6AG","B64 6AG","81 96","2023","12","11","","","","52.4689564","-2.0851979",
"TIMELESS OUTLET LTD","15591475","Active","Private limited company","","","","14190","92 Timbertree Crescent Cradley Heath B64 7NG","B64 7NG","14","2024","3","25","","","","52.4631075","-2.0719249",
"VOLT SECURITY LIMITED","15590463","Active","Private limited company","","","","80100","10 The Terrace Cradley Heath B64 7EN","B64 7EN","80","2024","3","24","","","","52.4695073","-2.0731689",
"TOMATO INDUSTRIAL LIMITED","14643612","Active","Private limited company","","","","68100 68201 68209 68320","Sandwell Accountancy Services Ltd Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","68   ","2023","2","6","","","","52.4736945","-2.0792254",
"PAT BLACK AUTHENTIC JAMAICAN CUISINE LIMITED","14201816","Active","Private limited company","","","","56290","30 Upper High Street Cradley Heath B64 5HY","B64 5HY","56","2022","6","28","","","","52.473695","-2.079225",
"KINGDOM S&L LTD","15558261","Active","Private limited company","","","","47910","40 Bluebell Road Cradley Heath Cradley Heath B64 5NN","B64 5NN","47","2024","3","12","","","","52.481488150000004","-2.069109676131786",
"LLANFERRES LTD","13965016","Active","Private limited company","","","","82990","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2022","3","9","","","","52.47162","-2.05652",
"ETON STABLES LTD","14160530","Active","Private limited company","","","","85590","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","85","2022","6","9","","","","52.47162","-2.05652",
"EY LOVELL LTD","14173239","Active","Private limited company","","","","85590","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","85","2022","6","15","","","","52.47162","-2.05652",
"BUILD YOUR HAPPINESS LTD","14666406","Active","Private limited company","","","","41202","35 Macarthur Road Cradley Heath B64 7RP","B64 7RP","41","2023","2","16","","","","52.4679395","-2.0879416",
"DJ MOBILE MECHANIC LTD","14703179","Active","Private limited company","","","","45200","16 Unitt Drive Cradley Heath B64 6DB","B64 6DB","45","2023","3","3","","","","52.47109600000001","-2.0699899999999998",
"BANSTEAD ASSOCIATES LTD","15493767","Active","Private limited company","","","","70100","Banstead Associates Ltd Corngreaves Road Cradley Heath B64 7DG","B64 7DG","70","2024","2","16","","","","52.4670862","-2.0776047",
"KINCARDINE ASSOCIATES LTD","15493824","Active","Private limited company","","","","70100","Kincardine Associates Ltd Corngreaves Road Cradley Heath B64 7DG","B64 7DG","70","2024","2","16","","","","52.4670862","-2.0776047",
"COATBRIDGE ASSOCIATES LTD","15493931","Active","Private limited company","","","","70100","Coatbridge Associates Ltd Corngreaves Road Cradley Heath B64 7DG","B64 7DG","70","2024","2","16","","","","52.4670862","-2.0776047",
"UIMDO LTD","13834159","Active","Private limited company","","","","68100 68209 68320","Bsss Garratts Ln Cradley Heath B64 5RE","B64 5RE","68  ","2022","1","7","","","","52.478279199999996","-2.0609648",
"OAKLAND SEARCH CONSULTING LTD.","15498199","Active","Private limited company","","","","82990","195 High Street Cradley Heath B64 5HW","B64 5HW","82","2024","2","17","","","","52.4721103","-2.082174",
"JME HOMES LETTINGS LIMITED","14141991","Active","Private limited company","","","","68209","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","68","2022","5","30","","","","52.4721103","-2.082174",
"NOVEMBER 12 PRODUCTIONS LTD","14626566","Active","Private limited company","","","","59120","3 Victoria Gardens Cradley Heath B64 5LX","B64 5LX","59","2023","1","30","","","","52.4799215","-2.0676186",
"JME HOMES CLAVERLEY LIMITED","14209707","Active","Private limited company","","","","41100 41202 43999","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","41  43","2022","7","1","","","","52.4721103","-2.082174",
"REMEARIZ LTD","14624524","Active","Private limited company","","","","82920","First Floor Offices 102a Station Road Old Hill B64 6PL","B64 6PL","82","2023","1","30","","","","53.5544051","-1.4921406",
"CHERRYWOOD BAR & GRILL LTD","14587067","Active","Private limited company","","","","56101","5 Graingers Lane Cradley Heath B64 6AH","B64 6AH","56","2023","1","12","","","","52.47035","-2.08372",
"SWIFTDELIVERY LTD","14099921","Active","Private limited company","","","","53202","152 Halesowen Road Cradley Heath B64 5LP","B64 5LP","53","2022","5","11","","","","52.4781926","-2.0687223999999995",
"ALIABASS LIMITED","15457724","Active","Private limited company","","","","86101 86210 86900","46 Grange Road Cradley Heath B64 6RT","B64 6RT","86  ","2024","1","31","","","","52.4717536","-2.0523417",
"CRAOBH HAVEN LTD","13905746","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2022","2","10","","","","52.47162","-2.05652",
"P & S HOSPITALITY LIMITED","14135979","Active","Private limited company","","","","56102","Central Cafe 31 High Street Cradley Heath B64 5HL","B64 5HL","56","2022","5","27","","","","52.4719444","-2.08229",
"PURPLE PENGUIN ACCOUNTANCY LIMITED","15513046","Active","Private limited company","","","","69201","C/O Concept Accountancy Services 1 Market Square, High Street Cradley Heath B64 5HH","B64 5HH","69","2024","2","22","","","","52.47137","-2.08332",
"CLASSIC COCKTAIL CO LTD","15513368","Active","Private limited company","","","","56210","16 Delingpole Walk Cradley Heath B64 6DN","B64 6DN","56","2024","2","22","","","","52.4716409","-2.0712503",
"MITCH BELLIS CARPET & FLOORING LIMITED","14763099","Active","Private limited company","","","","43330 47530","Sandwell Accountancy Services Ltd Upper High Street Cradley Heath B64 5HY","B64 5HY","43 47","2023","3","28","","","","52.4736945","-2.0792254",
"KJF PLUMBING LTD","13831772","Active","Private limited company","","","","37000 43220","70 Century Way Halesowen B64 2TQ","B64 2TQ","37 43","2022","1","6","","","","0","0",
"TRADE ENGRAVING LTD","13868928","Active","Private limited company","","","","18121 25610","Unit 1 Broadwyn Trading Estate Waterfall Lane Cradley Heath B64 6PS","B64 6PS","18 25","2022","1","24","","","","52.47245","-2.05733",
"ECHOCARDIOGRAPHY SOLUTIONS LTD","14120773","Active","Private limited company","","","","86220","Natwest Chambers 143 - 146 High Street Cradley Heath B64 5HJ","B64 5HJ","86","2022","5","20","","","","52.4721103","-2.082174",
"ELIZABETH ANN NEWTON LIMITED","15520782","Active","Private limited company","","","","74100","29 Upper High Street Cradley Heath B64 5HX","B64 5HX","74","2024","2","26","","","","52.474511","-2.077396",
"ADAM JAMES MORRISON LIMITED","15520786","Active","Private limited company","","","","74100","29 Upper High Street Cradley Heath B64 5HX","B64 5HX","74","2024","2","26","","","","52.474511","-2.077396",
"CATSLEY HOLDINGS LIMITED","15518284","Active","Private limited company","","","","64209","133 High Street Cradley Heath B64 5HE","B64 5HE","64","2024","2","24","","","","52.471781","-2.083333",
"ZEEDRIVE LTD","15536285","Active","Private limited company","","","","49410","11a Bearmore Road Cradley Heath B64 6DX","B64 6DX","49","2024","3","2","","","","52.4730744","-2.0726866",
"HICKTON (LISLE) LIMITED","14701266","Active","Private limited company","","","","99999","Whitmore House 8-11 Lower High Street Cradley Heath West Midlands B64 5AB","B64 5AB","99","2023","3","2","","","","52.4705164","-2.088291",
"JM3 ENGINEERING LTD","15528033","Active","Private limited company","","","","71129","Flat 12 441, Chartwell Grange Halesowen Road Cradley Heath B64 7JD","B64 7JD","71","2024","2","28","","","","52.4651237","-2.0570061",
"DEUTEROCOHNIA LTD","14539046","Active","Private limited company","","","","43390","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","43","2022","12","13","","","","52.47162","-2.05652",
"QRB BRICKWORK LIMITED","13870872","Active","Private limited company","","","","41202","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","41","2022","1","25","","","","52.4736945","-2.0792254",
"DUST, GRIME & SHINE CLEANING SERVICES LTD","14149144","Active","Private limited company","","","","81210","Ground Floor Advance House 9 Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","81","2022","6","5","","","","52.47400345","-2.057472255288384",
"MSANKA LTD","14686069","Active","Private limited company","","","","64304 68100 68209","Ground Floor Advance House 9 Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","64 68 ","2023","2","24","","","","52.47400345","-2.057472255288384",
"CAB DEVELOPMENTS U.K. LTD","14172005","Active","Private limited company","","","","82990","13 Stourdale Road Cradley Heath B64 7BG","B64 7BG","82","2022","6","14","","","","52.4679152","-2.0834629",
"MORGAN’S PACKING SOLUTIONS LTD","14626480","Active","Private limited company","","","","82920","Unit 8 Oak Street Industrial Cradley Heath B64 5JY","B64 5JY","82","2023","1","30","","","","52.47612","-2.0754",
"ONE TEAM CONSTRUCTION LIMITED","13890906","Active","Private limited company","","","","41201","38 Timbertree Road Cradley Heath B64 7LE","B64 7LE","41","2022","2","3","","","","52.4653367","-2.0667847",
"MOTION PERSONNEL LTD","14439866","Active","Private limited company","","","","78109 78200","Office 11 Gb Serviced Offices Unit 5 Sovereign Works, 109 Powke Lane Cradley Heath B64 5PX","B64 5PX","78 ","2022","10","24","","","","52.4802852","-2.0578961",
"HADEN PARK DESIGN LTD","15531125","Active","Private limited company","","","","31090","Unit 3 24 Newtown Street Cradley Heath B64 5LD","B64 5LD","31","2024","2","29","","","","52.4764558","-2.0764245",
"JODI LEE PHOTOGRAPHY LTD","13978529","Active","Private limited company","","","","74201 74209","11 Beauty Bank Cradley Heath B64 7HY","B64 7HY","74 ","2022","3","15","","","","52.4699803","-2.0602607",
"CK PURESTAFFS LTD","15576895","Active","Private limited company","","","","1490","13 Beauty Bank Cradley Heath B64 7HY","B64 7HY","1","2024","3","19","","","","52.4699803","-2.0602607",
"FLECKS PROPERTY LTD","14195319","Active","Private limited company","","","","68209","Pressure Systems Foxoak Street Cradley Heath B64 5DE","B64 5DE","68","2022","6","24","","","","52.47369","-2.08347",
"OLDHILL RETAIL LTD","14193607","Active","Private limited company","","","","47110","Unit 7 Trinity Centre Halesowen Road Cradley Heath B64 6HU","B64 6HU","47","2022","6","24","","","","52.476375","-2.068042",
"THE CHRISTMAS EVENT GROUP LTD","15443214","Active","Private limited company","","","","56210","59 Reddal Hill Road Cradley Heath B64 5JT","B64 5JT","56","2024","1","25","","","","52.475523","-2.074694",
"CQ HALLIDAY LTD","13903256","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2022","2","9","","","","52.47162","-2.05652",
"PANIEL MBA LTD","14690604","Active","Private limited company","","","","86900","41 Pilkington Way Cradley Heath B64 5RB","B64 5RB","86","2023","2","27","","","","52.4879121","-2.0635951",
"ZAINAB ZEB PROPERTIES LTD","13947266","Active","Private limited company","","","","68100 68209","47 Station Road Cradley Heath B64 6NR","B64 6NR","68 ","2022","3","1","","","","52.4718227","-2.0603263",
"DICTAMNUS LTD","14541554","Active","Private limited company","","","","43390","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","43","2022","12","14","","","","52.47162","-2.05652",
"ASCOVENTRUM LTD","14487504","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","11","16","","","","52.47162","-2.05652",
"LLANFYLLIN LTD","13967708","Active","Private limited company","","","","88100","First Floor Offices 102ae Station Road Cradley Heath B64 6PL","B64 6PL","88","2022","3","10","","","","52.47162","-2.05652",
"EREMOPHILA LTD","14601428","Active","Private limited company","","","","43390","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","43","2023","1","18","","","","52.47162","-2.05652",
"ASELLUS BOREALIS LTD","14491301","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2022","11","17","","","","52.47162","-2.05652",
"S & D CATERING & AMUSEMENTS LIMITED","15588503","Active","Private limited company","","","","56103 93290","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","56 93","2024","3","23","","","","52.4721103","-2.082174",
"ZT GARDNER LTD","13967540","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2022","3","10","","","","52.47162","-2.05652",
"CRADLEY SPICE LIMITED","15589188","Active","Private limited company","","","","56101","5 High Street Cradley Heath B64 5HP","B64 5HP","56","2024","3","23","","","","52.472961","-2.080163",
"EDGE INDUSTRIAL SUPPLIES LIMITED","14201747","Active","Private limited company","","","","47520","Unit 15 Lodge Forge Trading Estate Bridge Street Cradley Heath B64 7RW","B64 7RW","47","2022","6","28","","","","52.46642","-2.08476",
"JTC (MIDLANDS) LTD","14731741","Active","Private limited company","","","","62090","Unit 7h Waterfall Lane Trading Estate Cradley Heath B64 6PU","B64 6PU","62","2023","3","15","","","","52.47400345","-2.057472255288384",
"TURKISH BARBER CRADLEY HEATH LTD","13985513","Active","Private limited company","","","","96020","27 High Street Cradley Heath B64 5HG","B64 5HG","96","2022","3","17","","","","52.472305","-2.081652",
"EGGSTREME CATERING LIMITED","14772808","Active","Private limited company","","","","56103 56210 56290","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","56  ","2023","3","31","","","","52.4721103","-2.082174",
"NATHAM REIN LTD","14324846","Active","Private limited company","","","","86101","91 High Haden Road Cradley Heath B64 7PN","B64 7PN","86","2022","8","30","","","","52.4679075","-2.0528207",
"MIDLANDS LOFT CONVERSIONS LTD","14430643","Active","Private limited company","","","","41202","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","41","2022","10","19","","","","52.4736945","-2.0792254",
"PERFORMANCE ON WHEELS LTD","15303743","Active","Private limited company","","","","45112","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","45","2023","11","22","","","","52.4736945","-2.0792254",
"CE BROOK LTD","14008829","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","3","29","","","","52.47162","-2.05652",
"ALVECHURCH EVENTS LIMITED","14770398","Active","Private limited company","","","","56210 56301","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","56 ","2023","3","30","","","","52.4721103","-2.082174",
"MBT CONSULTING LIMITED","14125992","Active","Private limited company","","","","70229","Suite A Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","70","2022","5","23","","","","52.4736945","-2.0792254",
"FRUITY PARADISE LIMITED","13948955","Active","Private limited company","","","","10320 10710 47240 56290","Unit 1 119 Graingers Lane Cradley Heath Birmingham B64 6AH","B64 6AH","10  47 56","2022","3","2","","","","52.47035","-2.08372",
"EPITHELANTHA LTD","14590896","Active","Private limited company","","","","52103","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","52","2023","1","13","","","","52.47162","-2.05652",
"EWERBY THORPE LTD","14167293","Active","Private limited company","","","","82990","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2022","6","13","","","","52.47162","-2.05652",
"GINOS PIZZA AND PASTA LTD","14571840","Active","Private limited company","","","","56103","187 Halesowen Road Oldhill B64 6HN","B64 6HN","56","2023","1","5","","","","52.47562","-2.0679599",
"REMISDIA LTD","14627464","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2023","1","31","","","","52.47162","-2.05652",
"ZOO AMUSEMENTS LIMITED","14133260","Active","Private limited company","","","","93210 93290","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","93 ","2022","5","26","","","","52.4721103","-2.082174",
"S&A AUTOSPRAYS LTD","15450971","Active","Private limited company","","","","45200","63 Silverthorne Lane Cradley Heath B64 5AP","B64 5AP","45","2024","1","29","","","","52.4716748","-2.0899613",
"REFRANZ LTD","14620392","Active","Private limited company","","","","82920","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","82","2023","1","27","","","","52.47162","-2.05652",
"MARIA2009 LIMITED","14488213","Active","Private limited company","","","","86210","99 Timbertree Crescent Cradley Heath B64 7NR","B64 7NR","86","2022","11","16","","","","52.4631075","-2.0719249",
"DCCW LIMITED","13879072","Active","Private limited company","","","","98000","100 Powke Lane Cradley Heath B64 5PX","B64 5PX","98","2022","1","28","","","","52.4802852","-2.0578961",
"REUCPHIA LTD","14633944","Active","Private limited company","","","","43390","First Floor Offices 102ae Station Road Old Hill B64 6PL","B64 6PL","43","2023","2","2","","","","52.47162","-2.05652",
"HARBAY (KINVER) LIMITED","13933208","Active","Private limited company","","","","68100 68209","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","68 ","2022","2","22","","","","52.4721103","-2.082174",
"JORDAN LEE REY LIMITED","15190242","Active","Private limited company","","","","23320","118 Highgate Street Cradley Heath B64 5RU","B64 5RU","23","2023","10","5","","","","52.477383","-2.066658",
"FOUNDRY GYM BRISTOL LIMITED","15231968","Active","Private limited company","","","","93110 93130","13 Stourdale Road Cradley Heath B64 7BG","B64 7BG","93 ","2023","10","24","","","","52.4679152","-2.0834629",
"THE BULLINGDON CLUB LIMITED","13954740","Active","Private limited company","","","","55100 56290","Natwest Chambers 143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","55 56","2022","3","4","","","","52.4721103","-2.082174",
"HEALTHS WEALTH LIMITED","15319110","Active","Private limited company","","","","46180","125 Grange Road Cradley Health Birmingham B64 6RS","B64 6RS","46","2023","11","30","","","","52.47176","-2.0526399",
"GERRITSEN RENTALS UK LTD","15263494","Active","Private limited company","","","","64209","13 Stourdale Road Cradley Heath B64 7BG","B64 7BG","64","2023","11","6","","","","52.4679152","-2.0834629",
"CALCON FENCING & LANDSCAPES LIMITED","15263507","Active","Private limited company","","","","43320 81300","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","43 81","2023","11","6","","","","52.4736945","-2.0792254",
"TEMPEST TECHNOLOGIES LIMITED","15264224","Active","Private limited company","","","","82990","13 Stourdale Road Cradley Heath B64 7BG","B64 7BG","82","2023","11","6","","","","52.4679152","-2.0834629",
"ZAKS PLAICE LIMITED","15267135","Active","Private limited company","","","","47290","1 Morgan Close Cradley Heath B64 6DH","B64 6DH","47","2023","11","7","","","","52.4714796","-2.0721467",
"SMIDR TRANS LIMITED","15288735","Active","Private limited company","","","","49410","Old Bank Buildings Upper High Street Cradley Heath B64 5HY","B64 5HY","49","2023","11","16","","","","52.4736945","-2.0792254",
"A C LOCUM SERVICES UK LTD","15170468","Active","Private limited company","","","","86900","1a Clifton Street Cradley Heath B64 6QH","B64 6QH","86","2023","9","27","","","","52.4731455","-2.0612322",
"PARTIES ARE US LTD","15207828","Active","Private limited company","","","","56210","37a St. Annes Road Cradley Heath B64 5BH","B64 5BH","56","2023","10","12","","","","52.47348","-2.0857",
"JAMESMOVEMENT LIMITED","15239885","Active","Private limited company","","","","53202","12 Timbertree Court Valley Road Cradley Heath B64 7LR","B64 7LR","53","2023","10","26","","","","52.4668683","-2.07084585",
"CARLI CLEANING SOLUTIONS LTD","15268753","Active","Private limited company","","","","81210 81229","17 Briery Close Cradley Heath B64 7LQ","B64 7LQ","81 ","2023","11","8","","","","52.4634317","-2.0653971",
"WATER EDGE FARM LIMITED","15277564","Active","Private limited company","","","","1621","143-146 High Street Cradley Heath B64 5HJ","B64 5HJ","1","2023","11","12","","","","52.472181","-2.082596",
"COMMUNE FLO LTD","15283690","Active","Private limited company","","","","58290","Liberty Tubes Fittings Corngreaves Road Cradley Heath B64 7DG","B64 7DG","58","2023","11","14","","","","52.4670862","-2.0776047",
"KS DIRECT LTD","15292541","Active","Private limited company","","","","47990","65 The Parade Cradley Heath B64 7EF","B64 7EF","47","2023","11","17","","","","52.4701821","-2.0710172",
"POSEIDON SECURITY SERVICES LIMITED","15300256","Active","Private limited company","","","","80100","236 Halesowen Road Cradley Heath B64 6HZ","B64 6HZ","80","2023","11","21","","","","52.475234","-2.067622",
"ARMADALE CASTLE LTD","14200123","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","6","28","","","","52.47162","-2.05652",
"SAJ K LTD","15388879","Active","Private limited company","","","","96090","40 High Street Cradley Heath B64 5HL","B64 5HL","96","2024","1","5","","","","52.471745","-2.082778",
"SANTIAGODEUBA LTD","14194159","Active","Private limited company","","","","49410","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","49","2022","6","24","","","","52.47162","-2.05652",
"PONTEFRACT LTD","14032292","Active","Private limited company","","","","82990","First Floor Offices 102ae Station Road Cradley Heath B64 6PL","B64 6PL","82","2022","4","7","","","","52.47162","-2.05652",
"AOTHYRHIM LTD","14187657","Active","Private limited company","","","","82990","First Floor Offices 102ae Station Road Old Hill West Midlands B64 6PL","B64 6PL","82","2022","6","22","","","","52.47162","-2.05652",
