"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"DK INSTALLATION LTD","14739497","Active","Private limited company","","","","43290","Suite 2 Storage Giant Oldbury The Court House Oldbury Ringway B69 4JN","B69 4JN","43","2023","3","17","","","","52.5021421","-2.0115245",
"PCB JBR LIMITED","15229296","Active","Private limited company","","","","38320","28 Mallard Drive Oldbury B69 4QU","B69 4QU","38","2023","10","23","","","","52.4855771","-2.0187709",
"CHENMUPINGHG LTD","14368981","Active","Private limited company","","","","46410","35 Peel Way Tividale Oldbury B69 3JX","B69 3JX","46","2022","9","21","","","","52.5136108","-2.037083",
"JANI BEAUTY LIMITED","14368275","Active","Private limited company","","","","96020","5 Church Street Oldbury B69 3AD","B69 3AD","96","2022","9","21","","","","52.50420345454545","-2.015820727272727",
"LC1 ENGINEERING LTD","15352307","Active","Private limited company","","","","71129","2 Spencer Close Tividale Oldbury B69 1NG","B69 1NG","71","2023","12","14","","","","52.5060443","-2.0460592",
"KON - EXPRESS LTD","14496221","Active","Private limited company","","","","49410","6 Macdonald Close Tividale Oldbury B69 3LP","B69 3LP","49","2022","11","21","","","","52.5141428","-2.0357134",
"LAPORATS ENTERPRISES LTD","13980417","Active","Private limited company","","","","18130","Unit 10 Fountain Business Park Fountain Lane Oldbuy B69 3BH","B69 3BH","18","2022","3","16","","","","52.50894","-2.0164399",
"SUNRISE AUTO HEALERS LIMITED","15360617","Active","Private limited company","","","","45200","11 Hainge Road Tividale Oldbury B69 2NH","B69 2NH","45","2023","12","19","","","","52.5120096","-2.0395365",
"JJKV PROPERTIES LIMITED","15171496","Active","Private limited company","","","","68209","39 Bhullar Way Oldbury B69 2GJ","B69 2GJ","68","2023","9","28","","","","52.50680033333333","-2.034287",
"MORGAN J LIMITED","14567371","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","1","3","","","","52.50248471428571","-2.0258485714285714",
"AMARI PROPERTY LTD","14060138","Active","Private limited company","","","","68100 68209","25 New Birmingham Road Tividale Oldbury B69 2JJ","B69 2JJ","68 ","2022","4","21","","","","52.511972400000005","-2.0571804",
"LIDYACO UK LTD","14446622","Active","Private limited company","","","","46900","8 Salop Street Oldbury B69 3HA","B69 3HA","46","2022","10","27","","","","52.508917200000006","-2.0233718",
"THE LANTERN WAREHOUSE LIMITED","14583045","Active","Private limited company","","","","25110","48-50 Park Street Oldbury Birmingham B69 4LQ","B69 4LQ","25","2023","1","10","","","","52.4959599","-2.01846",
"CONTRACT CONSULTING 1988 LIMITED","15444596","Active","Private limited company","","","","81100","78 Birmingham Street Oldbury West Midlands B69 4EB","B69 4EB","81","2024","1","26","","","","52.50269516666666","-2.0096215",
"PEAR TREE ( MIDLANDS) HOLDINGS LTD","14582678","Active","Private limited company","","","","64209","48-50 Park Street Oldbury Birmingham B69 4LQ","B69 4LQ","64","2023","1","10","","","","52.4959599","-2.01846",
"THORNE M LIMITED","14585197","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","1","11","","","","52.50248471428571","-2.0258485714285714",
"TRINITY PROPERTY PROJECTS LTD","13896138","Active","Private limited company","","","","68100 68201 68209 68320","4 Judge Close Oldbury B69 2RL","B69 2RL","68   ","2022","2","5","","","","52.5019908","-2.0155254",
"DANGTVSTORE LIMITED","15376481","Active","Private limited company","","","","73110","14 Strawberry Close West Midlands Oldbury B69 1NU","B69 1NU","73","2023","12","29","","","","52.5021797","-2.039798",
"BRITANNIA CHOICE LTD","15414277","Active","Private limited company","","","","47190 47910","3 Ivy House Road Oldbury B69 1HJ","B69 1HJ","47 ","2024","1","15","","","","52.498165","-2.033786",
"WELLNESS EDUCATION LTD","15420663","Active","Private limited by guarantee without share capital","","","","86900","26 Poplar Rise Tividale Oldbury B69 1RD","B69 1RD","86","2024","1","17","","","","52.5068775","-2.0444851",
"FREESTEPS FITNESS LTD","14546407","Active","Private limited company","","","","93130","81 Borough Crescent Oldbury B69 1AJ","B69 1AJ","93","2022","12","16","","","","52.4894796","-2.0292296",
"REKHI COURIERS LTD","15426155","Active","Private limited company","","","","49410","165 Rood End Road Oldbury B69 4EJ","B69 4EJ","49","2024","1","19","","","","52.50269516666666","-2.0096215",
"EASY VAN HIRE (MIDLANDS) LTD","14369205","Active","Private limited company","","","","45320 77110","11 Hodges Drive Oldbury B69 1LY","B69 1LY","45 77","2022","9","21","","","","52.5079024","-2.0483737",
"DAIZY MOBILE LIMITED","14046647","Active","Private limited company","","","","61200","81 Ascot Close Oldbury B69 1HA","B69 1HA","61","2022","4","14","","","","52.4979702","-2.027607",
"GOLDCREST CARE SOLUTIONS LTD","15097303","Active","Private limited company","","","","87900","Suite 4 Storage Giant The Courthouse, Ringway Oldbury Oldbury B69 4JN","B69 4JN","87","2023","8","25","","","","52.5021421","-2.0115245",
"KULAR CONSTRUCTION LIMITED","14198800","Active","Private limited company","","","","43390","48 Ashtree Road Oldbury B69 2HD","B69 2HD","43","2022","6","27","","","","52.506486","-2.0364622",
"REMANI LOVE PROJECT CIC","14015243","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","59112 90030 96040 96090","38b Birmingham Street Oldbury Oldbury B69 4DS","B69 4DS","59 90 96 ","2022","3","31","","","","52.5038918","-2.0158418",
"WHITE TURTLE AGENCY LIMITED","15384921","Active","Private limited company","","","","62020 62090 63990","10 Birmingham Road Oldbury B69 4EX","B69 4EX","62  63","2024","1","3","","","","52.502677199999994","-2.0098422",
"COTD (S) LIMITED","14127984","Active","Private limited company","","","","56102 56103","41 Dudley Road Oldbury B69 3DP","B69 3DP","56 ","2022","5","24","","","","52.508321","-2.025095",
"C S OCCUPATIONAL THERAPY SERVICES (CSOT) LTD","14530621","Active","Private limited company","","","","96040","7 Knottsall Lane Oldbury B69 9LG","B69 9LG","96","2022","12","8","","","","54.988691","-7.0339402",
"UK FREE TRADE LTD","15210102","Active","Private limited company","","","","27510 47540","Unit 9d Oldbury Point Rood End Road Oldbury B69 4HT","B69 4HT","27 47","2023","10","13","","","","52.4975978","-2.0009541",
"AAA KHAN COMMERCIAL LTD","14494047","Active","Private limited company","","","","74902","9 Acacia Close Tividale Oldbury B69 2JA","B69 2JA","74","2022","11","18","","","","52.5150534","-2.0470498",
"CONVERGENCE LONG LTD","14987120","Active","Private limited company","","","","46900 47910 47990 62020","Unit 25 Fountain Business Park The Fountain Lane Oldbury Birmingham B69 3BH","B69 3BH","46 47  62","2023","7","7","","","","52.50894","-2.0164399",
"J24 KEGWORTH LIMITED","15309011","Active","Private limited company","","","","41100","4 Birchley Estate Birchfield Lane Oldbury B69 1DT","B69 1DT","41","2023","11","27","","","","52.492842","-2.025399",
"JTM GLOBAL LTD","14452625","Active","Private limited company","","","","47910","Flat 19 The Hub Stone Street Oldbury B69 4JT","B69 4JT","47","2022","10","31","","","","52.50155517241379","-2.0138380000000002",
"SANDWELL MANAGEMENT SERVICES LIMITED","15304121","Active","Private limited company","","","","62020 70229 85520 85590","66-68 Birmingham Street Oldbury B69 4DZ","B69 4DZ","62 70 85 ","2023","11","22","","","","52.50300745454545","-2.0133449999999997",
"EVCHARGELINK INSTALLATIONS LIMITED","15307846","Active","Private limited company","","","","43210","7 New Meeting Street Oldbury B69 4DG","B69 4DG","43","2023","11","24","","","","52.5038918","-2.0158418",
"MERCEDES SPRINTER VANS & PARTS LTD","14369266","Active","Private limited company","","","","45320","11 Hodges Drive Oldbury B69 1LY","B69 1LY","45","2022","9","21","","","","52.5079024","-2.0483737",
"CANBURY LAND LIMITED","14367182","Active","Private limited company","","","","68100","Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","68","2022","9","21","","","","52.50248471428571","-2.0258485714285714",
"PEZWA HEALTH SERVICES LIMITED","15326052","Active","Private limited company","","","","86900","152 Elm Terrace Tividale Oldbury B69 1TQ","B69 1TQ","86","2023","12","4","","","","52.509144000000006","-2.0544856",
"CROWN BUSINESS SERVICES LTD","14171711","Active","Private limited company","","","","41201 41202 42110","Taj 18609 Oldbury B69 9HP","B69 9HP","41  42","2022","6","14","","","","0","0",
"ANITA JANE WINWOOD LTD","14512891","Active","Private limited company","","","","99999","121 Regent Road Tividale Oldbury B69 1RX","B69 1RX","99","2022","11","29","","","","52.5068096","-2.0564927",
"TAYLOR GRANGE (CARMYLE) LIMITED","14455319","Active","Private limited company","","","","41100","Direct 2 Industrial Park Roway Lane Oldbury B69 3ES","B69 3ES","41","2022","11","1","","","","52.51102","-2.0226799",
"CONNECTED ACADEMY HUB CIC","15328644","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","85200 85310 85410 85600","37 Wilson Drive Tividale Oldbury B69 3NF","B69 3NF","85   ","2023","12","5","","","","52.5174361","-2.041513",
"SALARA LTD","15305925","Active","Private limited company","","","","49410 53202","3 Waterside Crescent Oldbury B69 4SZ","B69 4SZ","49 53","2023","11","23","","","","52.491594","-2.012697",
"SARABA LTD","15329735","Active","Private limited company","","","","47110","Esso Petrol Station Wolverhampton Road Oldbury B69 2BH","B69 2BH","47","2023","12","5","","","","52.50102288235294","-2.0312098823529414",
"WAVE NATION LIMITED","15312186","Active","Private limited company","","","","47630 59200","20 Regan Drive Oldbury B69 2GB","B69 2GB","47 59","2023","11","27","","","","52.50680033333333","-2.034287",
"LOVELY RESTAURANT LIMITED","13850789","Active","Private limited company","","","","56101","48 Brades Road Oldbury B69 2ET","B69 2ET","56","2022","1","15","","","","52.50541","-2.028775",
"CDS PROPERTY DEVELOPMENT LIMITED","14554479","Active","Private limited company","","","","41202","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","41","2022","12","22","","","","52.50248471428571","-2.0258485714285714",
"HEAVENLY BEDS OUTLET OLDBURY LTD","15338582","Active","Private limited company","","","","47599","1 Park Street Oldbury B69 4LQ","B69 4LQ","47","2023","12","9","","","","52.4962474","-2.0190303",
"NOMADS AND GEEKS LIMITED","14980280","Active","Private limited company","","","","46439 47410 47789 47910","54 Dudley Road East Tividale Oldbury B69 3HJ","B69 3HJ","46 47  ","2023","7","4","","","","52.5128066","-2.0369699999999997",
"YXNDVD LIMITED","15392111","Active","Private limited company","","","","46450","Office 334 107 Ivy House Rd Oldbury B69 1HQ","B69 1HQ","46","2024","1","6","","","","52.4988807","-2.0334555",
"BITEZ FAST FOOD LTD","14478406","Active","Private limited company","","","","56103","158 Birmingham Road Oldbury B69 4EH","B69 4EH","56","2022","11","11","","","","52.502424","-2.00298",
"EAZZYMARTT LTD","14777346","Active","Private limited company","","","","47990","3 Lvy Road Oldbury B69 1HJ","B69 1HJ","47","2023","4","3","","","","52.497013","-2.031722",
"TB DIRECT LTD","14726592","Active","Private limited company","","","","52103 68320 82990","55 Hollies Road Tividale Oldbury B69 1SX","B69 1SX","52 68 82","2023","3","13","","","","52.5056428","-2.0528173",
"CHARLES HIPKISS INTERIORS LTD","14206992","Active","Private limited company","","","","31090","Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","31","2022","6","30","","","","52.50248471428571","-2.0258485714285714",
"CLASSY GIRLS HAIR & BEAUTY LTD","13915896","Active","Private limited company","","","","47750 47910 96040","31b Birmingham Street Oldbury B69 4DY","B69 4DY","47  96","2022","2","15","","","","52.50299816666668","-2.014273166666667",
"VSDCSBFDVD LTD","15561216","Active","Private limited company","","","","45320","95 Poplar Avenue Tividale Oldbury B69 1RN","B69 1RN","45","2024","3","14","","","","52.5080098","-2.0429696",
"OAKJDSKFHS LTD","15563708","Active","Private limited company","","","","45400","95 Poplar Avenue Tividale Oldbury B69 1RN","B69 1RN","45","2024","3","15","","","","52.5080098","-2.0429696",
"SOKOTEX LTD","14159863","Active","Private limited company","","","","46690 46760 49410","151 Badsey Road Oldbury B69 1BX","B69 1BX","46  49","2022","6","8","","","","52.4929216","-2.0353255",
"RS STAFFING LTD","13840470","Active","Private limited company","","","","78200","Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","78","2022","1","11","","","","52.50248471428571","-2.0258485714285714",
"PBP LTD","15601451","Active","Private limited company","","","","47210 47220","46 Birmingham Road Oldbury B69 4EE","B69 4EE","47 ","2024","3","28","","","","52.50269516666666","-2.0096215",
"HUGHES N LIMITED","14701641","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","3","2","","","","52.50248471428571","-2.0258485714285714",
"ELITE SIGN & PRINT LIMITED","13994566","Active","Private limited company","","","","18129","Unit11 Fountain Lane Oldbury B69 3BH","B69 3BH","18","2022","3","22","","","","52.5088157","-2.0162365",
"LVX PROPERTIES LTD","14704138","Active","Private limited company","","","","68100","74 Peel Way Tividale Oldbury B69 3JX","B69 3JX","68","2023","3","3","","","","52.5136108","-2.037083",
"BLACK MEDIA EMPIRE LIMITED","14109090","Active","Private limited company","","","","59112 59120 59132 59200","40 Poplar Avenue Tividale Oldbury B69 1RQ","B69 1RQ","59   ","2022","5","16","","","","52.5080098","-2.0429696",
"LYNCH STEPHEN LIMITED","14646520","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","2","7","","","","52.50248471428571","-2.0258485714285714",
"STAR MAN CLOTHES LTD","14597941","Active","Private limited company","","","","46420","22 Cotswold Close Oldbury B69 1FB","B69 1FB","46","2023","1","17","","","","52.4916956","-2.0278034",
"SHAHZAD MALIK LTD","15463188","Active","Private limited company","","","","47910","1 Badsey Road Oldbury B69 1EJ","B69 1EJ","47","2024","2","2","","","","52.4929216","-2.0353255",
"MG PARTS LIMITED","15471002","Active","Private limited company","","","","45320","991 Wolverhampton Road Oldbury B69 4RJ","B69 4RJ","45","2024","2","7","","","","52.4912068","-2.021795",
"SAFE4LIFE AUTO TRADERS LIMITED","15469087","Active","Private limited company","","","","45112","11 Regent Road Tividale Oldbury B69 1TL","B69 1TL","45","2024","2","5","","","","52.509661","-2.056151",
"VECTOR VED RANGE LIMITED","14583669","Active","Private limited company","","","","41201","64 Wallace Road Oldbury B69 1HL","B69 1HL","41","2023","1","10","","","","52.497013","-2.031722",
"ENDURANCE ESTATES LAND PROMOTION (WRITTLE) LIMITED","13870971","Active","Private limited company","","","","68320","4 Birchfield Lane Oldbury B69 1DT","B69 1DT","68","2022","1","25","","","","52.492842","-2.025399",
"R.A.D PROPERTY RENTALS LTD","15469796","Active","Private limited company","","","","68100","66 Tividale Road Tividale Oldbury B69 2LG","B69 2LG","68","2024","2","6","","","","52.513759100000016","-2.06025146",
"ABRAHAMS J LIMITED","14120875","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2022","5","20","","","","52.50248471428571","-2.0258485714285714",
"VIRYA TECH SERVICES LIMITED","14581084","Active","Private limited company","","","","28290","54  Borough Crescent Oldbury Birmingham B69 1BB","B69 1BB","28","2023","1","10","","","","52.48989","-2.02972",
"NJ PROPERTY SOLUTIONS LTD","13850711","Active","Private limited company","","","","99999","3 Birmingham Street Oldbury B69 4DT","B69 4DT","99","2022","1","15","","","","52.503590800000005","-2.0155998",
"ELITE SIGN PRINT LTD","14812261","Active","Private limited company","","","","18129","Unit 11 Fountain Business Park Fountain Lane Oldbury B69 3BH","B69 3BH","18","2023","4","18","","","","52.50894","-2.0164399",
"VERTEX ENTERPRISE LTD","15496755","Active","Private limited company","","","","62012 71121 74100","42 Pinfold Street Oldbury B69 4AP","B69 4AP","62 71 74","2024","2","17","","","","52.5036238","-2.0120733",
"NO LIMITS LOGISTICS LIMITED","15502432","Active","Private limited company","","","","49410","155 Mckean Road Oldbury B69 4AG","B69 4AG","49","2024","2","19","","","","52.50571","-2.0124208",
"CAPTIVA PROPERTY SERVICES LIMITED","14283026","Active","Private limited company","","","","64929","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","64","2022","8","8","","","","52.50248471428571","-2.0258485714285714",
"TURKISH RAZOR K OLDBURY LTD","15504778","Active","Private limited company","","","","96020","164 Birmingham Road Oldbury B69 4EH","B69 4EH","96","2024","2","19","","","","52.502424","-2.00298",
"AROHANA PROPERTIES LTD","14669946","Active","Private limited company","","","","68209","47 Salop Street Oldbury B69 3HA","B69 3HA","68","2023","2","17","","","","52.508917200000006","-2.0233718",
"WAHEGURU MEHAR KARE LIMITED","14080120","Active","Private limited company","","","","49410 52243","41 Twydale Avenue Tividale Oldbury B69 2HP","B69 2HP","49 52","2022","5","1","","","","52.5128291","-2.045804",
"LUX HOUSING MANAGEMENT LTD","14079167","Active","Private limited company","","","","68209 68310 68320","14 Park Road Tividale Oldbury B69 1LP","B69 1LP","68  ","2022","4","29","","","","52.5057983","-2.0408626",
"H JOLLY LTD","14639823","Active","Private limited company","","","","56302","The Jolly Collier 43 Junction Street Oldbury B69 3HD","B69 3HD","56","2023","2","5","","","","52.508917200000006","-2.0233718",
"NOUR INTERNATIONAL HOLDINGS LIMITED","14126683","Active","Private limited company","","","","64209","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","64","2022","5","24","","","","52.50248471428571","-2.0258485714285714",
"CEEDEN CONSULTING LTD","14705373","Active","Private limited company","","","","70229","51 Poppy Avenue Oldbury B69 4BS","B69 4BS","70","2023","3","5","","","","52.4844079","-2.0214683",
"ART OF INTERMITTENT FASTING LTD","15510784","Active","Private limited company","","","","84120 86900","17 Walford Street Tividale Oldbury B69 2LD","B69 2LD","84 86","2024","2","21","","","","52.51324420000001","-2.059694",
"LOGISTIC PAF LIMITED","15485326","Active","Private limited company","","","","49410","19 Oakthorpe Gardens Tividale Oldbury B69 2LE","B69 2LE","49","2024","2","12","","","","52.513759100000016","-2.06025146",
"ZHUK TRADING CO LTD","14512715","Active","Private limited company","","","","47910","Unit 8a Oldbury Point Rood End Road Oldbury B69 4HT","B69 4HT","47","2022","11","29","","","","52.4975978","-2.0009541",
"A&S SUPERSTORE LIMITED","14606813","Active","Private limited company","","","","47110","17 Birmingham Street Oldbury B69 4DT","B69 4DT","47","2023","1","20","","","","52.50356471428571","-2.015460571428571",
"ADELAR PROPERTIES LTD","14849570","Active","Private limited company","","","","68100 68209","Suite 12 Fountain House Fountain Lane Business Park Fountain Lane Oldbury B69 3BH","B69 3BH","68 ","2023","5","5","","","","52.50894","-2.0164399",
"GILLS INTERIORS UK LTD","15524509","Active","Private limited company","","","","43999","149 Badsay Road Birmingham B69 1BX","B69 1BX","43","2024","2","27","","","","52.49107","-2.03477",
"GS TURBO LIMITED","14664921","Active","Private limited company","","","","77110","56 Peel Way Tividale Oldbury B69 3JX","B69 3JX","77","2023","2","15","","","","52.5136108","-2.037083",
"NCM INSTALLATION SERVICES LTD","15537855","Active","Private limited company","","","","62020","54 Oakthorpe Gardens Tividale Oldbury B69 2LF","B69 2LF","62","2024","3","3","","","","52.513759100000016","-2.06025146",
"METAFURY LIMITED","13950336","Active","Private limited company","","","","62012","3b Swallowfield Courtyard Wolverhampton Road Oldbury West Midlands B69 2JG","B69 2JG","62","2022","3","2","","","","52.49494","-2.027",
"MARIE-CURE HEALTH LTD","15536876","Active","Private limited company","","","","84120","26 Summerton Road Oldbury B69 2GF","B69 2GF","84","2024","3","2","","","","52.5080751","-2.0303635",
"R.K.E.B LTD","14650074","Active","Private limited company","","","","70229","85 California Road Tividale Oldbury B69 1SP","B69 1SP","70","2023","2","8","","","","52.5063307","-2.0518588",
"WARIAH INVESTMENT SERVICES LTD","15541459","Active","Private limited company","","","","68209","5 Clements Close Oldbury B69 4QJ","B69 4QJ","68","2024","3","5","","","","52.4875418","-2.0191933",
"BROWN J LIMITED","15543127","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2024","3","6","","","","52.50248471428571","-2.0258485714285714",
"SOPHIE WALTER BROOKS LIMITED","15544175","Active","Private limited company","","","","62020 62090","101 Ivy House Road Oldbury B69 1HQ","B69 1HQ","62 ","2024","3","6","","","","52.497013","-2.031722",
"BLACK PANTHER HAULAGE LTD","15336813","Active","Private limited company","","","","52243","45 Clay Lane Oldbury B69 4TH","B69 4TH","52","2023","12","8","","","","52.488498","-2.0142687",
"HAYER PROPERTY GROUP LTD","15509842","Active","Private limited company","","","","68100","63 Dingle Street Oldbury B69 2DZ","B69 2DZ","68","2024","2","21","","","","52.5043186","-2.0306993",
"TREADWELL M LIMITED","14588594","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","1","12","","","","52.50248471428571","-2.0258485714285714",
"2ND TRUE LIFE 247 LTD","15476188","Active","Private limited company","","","","47799","8 Redwood Drive Tividale Oldbury B69 2HY","B69 2HY","47","2024","2","9","","","","52.5151117","-2.0476327",
"SALEAH LIMITED","14326277","Active","Private limited company","","","","86900","35 Callaghan Drive Tividale B69 3NG","B69 3NG","86","2022","8","31","","","","52.5179829","-2.0400753",
"RECREATE READY-MIXED CONCRETE LTD","14748124","Active","Private limited company","","","","08110 23610 23630 23640","50 Birmingham Street Oldbury B69 4DZ","B69 4DZ","08 23  ","2023","3","22","","","","52.50300745454545","-2.0133449999999997",
""TEDY84" LTD","14672393","Active","Private limited company","","","","45190 49410 79110","109 Ashtree Road Tividale Oldbury B69 2HB","B69 2HB","45 49 79","2023","2","18","","","","52.5044446","-2.0327582",
"ST. CHRISTOPHERS ANTI LTD","14679109","Active","Private limited company","","","","47250","23 Peel Way Tividale Oldbury B69 3JU","B69 3JU","47","2023","2","21","","","","52.5136108","-2.037083",
"FIRST STOP ROOFING SERVICES LTD","14681403","Active","Private limited company","","","","43910","1 Park Street Oldbury B69 4LQ","B69 4LQ","43","2023","2","22","","","","52.4962474","-2.0190303",
"HYTILE ROOFING LTD","15555197","Active","Private limited company","","","","43910","1 Park Street Oldbury B69 4LQ","B69 4LQ","43","2024","3","11","","","","52.4962474","-2.0190303",
"T LIVES HEALTHCARE LTD","14709367","Active","Private limited company","","","","87100 87900","156 City Road Tividale Oldbury B69 1QP","B69 1QP","87 ","2023","3","6","","","","52.507377","-2.040693210526315",
"GFHGDFGVBV LTD","15552707","Active","Private limited company","","","","77110","95 Poplar Avenue Tividale Oldbury B69 1RN","B69 1RN","77","2024","3","11","","","","52.5080098","-2.0429696",
"JPARCELS LTD","14659551","Active","Private limited company","","","","49410","6 Park Road Oldbury B69 1LP","B69 1LP","49","2023","2","13","","","","52.5057983","-2.0408626",
"JSHKFHKFSX LTD","15555589","Active","Private limited company","","","","45400","95 Poplar Avenue Tividale Oldbury B69 1RN","B69 1RN","45","2024","3","12","","","","52.5080098","-2.0429696",
"ELITE ACCOUNTING CONSULTANCY LIMITED","14711988","Active","Private limited company","","","","69201","Unit 11 Fountain Business Park Fountain Lane Oldbury B69 3BH","B69 3BH","69","2023","3","7","","","","52.50894","-2.0164399",
"HARWOOD D LIMITED","15582817","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2024","3","21","","","","52.50248471428571","-2.0258485714285714",
"BEAST RAGE LTD","13944422","Active","Private limited company","","","","47910","Unit 5 Fountain Business Park Bromford Road Oldbury Oldbury B69 3FH","B69 3FH","47","2022","2","28","","","","52.50898","-2.01378",
"MURRAIN RN LTD","14364829","Active","Private limited company","","","","86101","20 Mehdi Road Oldbury B69 2GE","B69 2GE","86","2022","9","20","","","","52.50680033333333","-2.034287",
"GREENFIELD HEALTHCARE LIMITED","14174196","Active","Private limited company","","","","87100 87300 87900","100 Bhullar Way Oldbury B69 2GL","B69 2GL","87  ","2022","6","15","","","","52.5078171","-2.0340242",
"DIAMOND SWEETS & RESTAURANT LTD","15306980","Active","Private limited company","","","","56102","34 Birmingham Road Oldbury B69 4EE","B69 4EE","56","2023","11","24","","","","52.50269516666666","-2.0096215",
"A M ARCHITECTURAL STUDIOS LTD","14244773","Active","Private limited company","","","","71111","25 New Birmingham Road Tividale Oldbury B69 2JJ","B69 2JJ","71","2022","7","20","","","","52.511972400000005","-2.0571804",
"NNK CONSTRUCTION LIMITED","15595897","Active","Private limited company","","","","41201 43110 78200","47 Ashtree Road Tividale Oldbury B69 2HD","B69 2HD","41 43 78","2024","3","26","","","","52.506486","-2.0364622",
"STEPHBRI LIMITED","14761358","Active","Private limited company","","","","86900","66 Aston Road Tividale Oldbury B69 1TN","B69 1TN","86","2023","3","27","","","","52.5085001","-2.054635",
"XTONE SURFACES LTD","14828477","Active","Private limited company","","","","99999","119a Red Lion Close Tividale Oldbury B69 1UW","B69 1UW","99","2023","4","26","","","","52.5085813","-2.0591413",
"WK CONSTRUCTION SERVICES LTD","13978930","Active","Private limited company","","","","42990","57 Theodore Close Oldbury B69 3EF","B69 3EF","42","2022","3","15","","","","52.5120286","-2.0273148",
"BRIGHT STEPS TOGETHER LIMITED","13924692","Active","Private limited company","","","","87900","18a Birmingham Street Oldbury B69 4DS","B69 4DS","87","2022","2","18","","","","52.5038918","-2.0158418",
"R & R TRANSPORT (HOLDINGS) LIMITED","14621189","Active","Private limited company","","","","64204","16a Autobase Ind. Est Tipton Road Tividale Birmingham B69 3HU","B69 3HU","64","2023","1","27","","","","52.5183","-2.04446",
"ALICEHOR LIMITED","15078069","Active","Private limited company","","","","62011","11 Clun Close Tividale Oldbury B69 1TB","B69 1TB","62","2023","8","17","","","","52.510404199999996","-2.0580378",
"BIRRING CONSTRUCTIONS LIMITED","15597890","Active","Private limited company","","","","41202","Unit 5 Altech Industrial Estate Tat Bank Road Oldbury B69 4NP","B69 4NP","41","2024","3","27","","","","52.49794","-2.00876",
"WILLIAMS FLEXICARE LTD","14743887","Active","Private limited company","","","","86101","37 Poplar Rise Tividale Oldbury B69 1RD","B69 1RD","86","2023","3","20","","","","52.5068775","-2.0444851",
"THE BUILD WELL SERVICES LIMITED","14742795","Active","Private limited company","","","","42110","28 Pinfold Street Oldbury B69 4AP","B69 4AP","42","2023","3","20","","","","52.5036238","-2.0120733",
"EL‘HEALTH CONSULTANCY LTD","14743333","Active","Private limited company","","","","86900","20 Lovett Avenue Oldbury B69 1DG","B69 1DG","86","2023","3","20","","","","52.4898516","-2.0325393",
"CHICK’N BUNS SMETHWICK LIMITED","14247033","Active","Private limited company","","","","47220","114 Ashtree Road Oldbury B69 2HB","B69 2HB","47","2022","7","20","","","","52.5044446","-2.0327582",
"MELTON RAPID LIMITED","13995594","Active","Private limited company","","","","96090","9 Blue Rock Place Tividale Oldbury B69 1PB","B69 1PB","96","2022","3","22","","","","52.4999067","-2.0439774",
"RB INVESTMENT HOLDINGS LIMITED","14984176","Active","Private limited company","","","","64209","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","64","2023","7","6","","","","52.50248471428571","-2.0258485714285714",
"777 SPORTS UK LTD","14797360","Active","Private limited company","","","","47640","213 New Birmingham Road Tividale Oldbury B69 2JY","B69 2JY","47","2023","4","12","","","","52.511972400000005","-2.0571804",
"COOKSEYSTRADINGCOMPANY LTD","14810236","Active","Private limited company","","","","46190","31 Mary Road Tividale Oldbury B69 1RR","B69 1RR","46","2023","4","17","","","","52.5066088","-2.0438025",
"MATERIAL HIVE LIMITED","14748510","Active","Private limited company","","","","24100","34 Barnett Street Tividale Oldbury B69 2LH","B69 2LH","24","2023","3","22","","","","52.51374552173913","-2.0591424782608696",
"GV AUTOMOTIVE LTD","14220209","Active","Private limited company","","","","85590","Unit 3 Union Road Oldbury B69 3EX","B69 3EX","85","2022","7","7","","","","52.5128913","-2.0236115",
