"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"ADAPT365 STRATEGY CONSULTANTS LTD","13276871","Active","Private limited company","","","","70229 85422 85590","8 Vernon Close Four Oaks Birmingham B74 4EA","B74 4EA","70 85 ","2021","3","18","","","","52.601188163636365","-1.8532483272727274",
"MR GAS & HEAT LIMITED","5593680","Active","Private limited company","","","","43220","79 Irnham Road Four Oaks Sutton Coldfield B74 2TG","B74 2TG","43","2005","10","14","","","","52.5819886923077","-1.831337846153846",
"REPAIR ASSIST LIMITED","7768819","Active","Private limited company","","","","45112 45310 45320","9 Wall Drive Four Oaks Sutton Coldfield B74 4DF","B74 4DF","45  ","2011","9","9","","","","52.59574739999999","-1.8398303999999999",
"EDGE HILL ASSOCIATES LIMITED","10228929","Active","Private limited company","","","","68100 68209","3 Parkfields Sutton Coldfield B74 4GA","B74 4GA","68 ","2016","6","13","","","","52.5947412","-1.8541142000000002",
"WENDY WOOLFSON TALENT AND PR LTD","12508060","Active","Private limited company","","","","70210","1 Rydal Close Sutton Coldfield B74 3LY","B74 3LY","70","2020","3","10","","","","52.58825","-1.88711",
"P & G CATERING SOLUTIONS LIMITED","8978894","Active","Private limited company","","","","56103","110 Streetly Lane Four Oaks Sutton Coldfield B74 4TB","B74 4TB","56","2014","4","4","","","","52.58891175000001","-1.859578125",
"GERMAN DINER LIMITED","8801442","Active","Private limited company","","","","64209 77390","28 Blackwood Road Sutton Coldfield B74 3PH","B74 3PH","64 77","2013","12","4","","","","52.580991000000004","-1.8951859999999998",
"SPM ASSOCIATES (WEST MIDLANDS) LIMITED","4197375","Active","Private limited company","","","","70229","15 Hardwick Road Sutton Coldfield West Midlands B74 3BY","B74 3BY","70","2001","4","10","","","","52.587928222222224","-1.8705961111111111",
"FLAMES FIREPLACES LIMITED","4445136","Active","Private limited company","","","","47190","2 Little Aston Lane Sutton Coldfield B74 3UF","B74 3UF","47","2002","5","22","","","","52.602539","-1.853545",
"MEERS GRAPHICS & PRINT LIMITED","3743676","Active","Private limited company","","","","18129","6a Little Aston Lane Sutton Coldfield B74 3UF","B74 3UF","18","1999","3","30","","","","52.602539","-1.853545",
"CANNOCK FIREPLACES & STOVE CENTRE LTD","9421541","Active","Private limited company","","","","47540","116 Bakers Lane Sutton Coldfield B74 2BA","B74 2BA","47","2015","2","4","","","","52.56399628571428","-1.8818205714285716",
"PORTWAY CONSTRUCTION LTD","13308243","Active","Private limited company","","","","41202","340a Aldridge Road Streetly Sutton Coldfield B74 2DT","B74 2DT","41","2021","4","1","","","","52.56893","-1.89019",
"A SAHAL LIMITED","13616346","Active","Private limited company","","","","86900","37b Foley Road East Sutton Coldfield B74 3HP","B74 3HP","86","2021","9","12","","","","52.58415620000001","-1.8779768000000001",
"RED BERRY AGENCIES LIMITED","8717744","Active","Private limited company","","","","46160","122 Blackberry Lane Sutton Coldfield B74 4JH","B74 4JH","46","2013","10","3","","","","52.59593","-1.8494799999999998",
"ORCHARD HOUSE DEVELOPMENTS LIMITED","3924970","Active","Private limited company","","","","68209","Suite D Astor House 282 Lichfield Road Four Oaks Sutton Coldfield B74 2UG","B74 2UG","68","2000","2","14","","","","52.58620545454546","-1.8288995454545451",
"DIVINIENCE LIMITED","7473854","Active","Private limited company","","","","69201","34 Donegal Road Sutton Coldfield Birmingham B74 2AA","B74 2AA","69","2010","12","20","","","","52.5642605","-1.8860231",
"FOOK LAM LIMITED","4714044","Active","Private limited company","","","","56103","266 Lichfield Road Sutton Coldfield B74 2UH","B74 2UH","56","2003","3","27","","","","52.585058999999994","-1.8291735714285713",
"MORE BRAND POWER LIMITED","10535400","Active","Private limited company","","","","70210","8 Hardwick Road Sutton Coldfield B74 3BU","B74 3BU","70","2016","12","21","","","","52.58796445454546","-1.870983181818182",
"P.R. WELLS PROPERTY LIMITED","9954442","Active","Private limited company","","","","68100 68209","132a Blake Street Four Oaks Sutton Coldfield B74 4EU","B74 4EU","68 ","2016","1","15","","","","52.60358885714286","-1.8513870714285716",
"JOANNIS PROPERTIES LIMITED","4038685","Active","Private limited company","","","","68209","6 Knighton Road Sutton Coldfield, Birmingham West Midlands B74 4NY","B74 4NY","68","2000","7","21","","","","52.59923528571428","-1.854692",
"WESTINGHALL CONSULTING LTD","6482497","Active","Private limited company","","","","62090","15a Ladywood Road Four Oaks Sutton Coldfield B74 2SW","B74 2SW","62","2008","1","24","","","","52.578284454545454","-1.834886",
"SPACES BY DEAN FORD LIMITED","7640276","Active","Private limited company","","","","43999","61 Irnham Road Four Oaks Sutton Coldfield B74 2TQ","B74 2TQ","43","2011","5","19","","","","52.58339588888889","-1.830354166666667",
"C.B.R. CONTRACTORS LIMITED","7128817","Active","Private limited company","","","","43910","275 Chester Road Streetly Sutton Coldfield B74 3EA","B74 3EA","43","2010","1","19","","","","52.58377316666667","-1.8870518333333333",
"BS1 LIMITED","12616345","Active","Private limited company","","","","56102","28 Blackwood Road Sutton Coldfield B74 3PH","B74 3PH","56","2020","5","21","","","","52.580991000000004","-1.8951859999999998",
"HIGHGATE RESIDENTS ASSOCIATION LIMITED","5457372","Active","Private limited company","","","","68209","11 Highgate Sutton Coldfield B74 3HW","B74 3HW","68","2005","5","19","","","","52.58057846666666","-1.8808694666666668",
"CLEMBINI ASSOCIATES LIMITED","10749427","Active","Private limited company","","","","68209 70229 86230","42 Hartopp Road Sutton Coldfield B74 2QR","B74 2QR","68 70 86","2017","5","2","","","","52.57548709090909","-1.8382736363636363",
"H&H OPTICAL LIMITED","11285450","Active","Private limited company","","","","74909","Richmond House Talbot Avenue Sutton Coldfield B74 3DD","B74 3DD","74","2018","4","3","","","","52.58918","-1.8735",
"S R HORNE LIMITED","6057583","Active","Private limited company","","","","43390","Fotas Ltd Suite D, Astor House 282 Lichfield Road, Four Oaks Sutton Coldfield B74 2UG","B74 2UG","43","2007","1","18","","","","52.58620545454546","-1.8288995454545451",
"SEARCHLIGHT PRIVATE LIMITED","12743287","Active","Private limited company","","","","64209 70100","96 Wood Lane Sutton Coldfield B74 3LT","B74 3LT","64 70","2020","7","15","","","","52.5839","-1.89264",
"FUSION SECURITY SOLUTIONS LIMITED","8733733","Active","Private limited company","","","","80200","118 Bakers Lane Sutton Coldfield B74 2BA","B74 2BA","80","2013","10","15","","","","52.56399628571428","-1.8818205714285716",
"R.O.B. SUPPLIES LIMITED","3316585","Active","Private limited company","","","","46900","154 Blackberry Lane Four Oaks Sutton Coldfield B74 4JJ","B74 4JJ","46","1997","2","11","","","","52.5976584","-1.8501100000000001",
"GIAN CAPITAL LIMITED","11641243","Active","Private limited company","","","","64306 68100 68209","99 Chester Road Streetly Sutton Coldfield B74 2HE","B74 2HE","64 68 ","2018","10","24","","","","52.577182500000006","-1.8835109000000003",
"RKK PROPERTY LTD","10712402","Active","Private limited company","","","","68100 68209","6 Featherston Road Streetly Sutton Coldfield B74 3JN","B74 3JN","68 ","2017","4","6","","","","52.58593","-1.88033",
"DISCOVERY INVESTMENT MANAGEMENT LIMITED","13282880","Active","Private limited company","","","","41100","Ryknild House Burnett Road Streetly Sutton Coldfield B74 3EL","B74 3EL","41","2021","3","22","","","","52.5858395","-1.8724636666666665",
"COVENTRY PLANT SALES LIMITED","8000953","Active","Private limited company","","","","24100","340a Aldridge Road Streetly Sutton Coldfield B74 2DT","B74 2DT","24","2012","3","22","","","","52.56893","-1.89019",
"STREETLY RESOURCES LIMITED","11240536","Active","Private limited company","","","","38320","340a Aldridge Road Aldridge Road Streetly Sutton Coldfield B74 2DT","B74 2DT","38","2018","3","7","","","","52.56893","-1.89019",
"CONTEXO LTD","11887458","Active","Private limited company","","","","62012 62020","68 Russell Bank Road Four Oaks Sutton Coldfield B74 4RQ","B74 4RQ","62 ","2019","3","18","","","","52.593053399999995","-1.8494009999999999",
"THE HILLSIDE PARK MANAGEMENT COMPANY LIMITED","3681550","Active","Private limited company","","","","98000","2 Rose Bank Sutton Coldfield B74 4HF","B74 4HF","98","1998","12","4","","","","52.60105059999999","-1.8566606",
"WK & CO ACCOUNTANTS LIMITED","9650432","Active","Private limited company","","","","69201","28 Blackwood Road Sutton Coldfield B74 3PH","B74 3PH","69","2015","6","22","","","","52.580991000000004","-1.8951859999999998",
"DR R DUBB LIMITED","6481496","Active","Private limited company","","","","86210","7 The Spinney Little Aston Sutton Coldfield B74 3BL","B74 3BL","86","2008","1","23","","","","52.58764844444445","-1.8719467777777778",
"ENTERPRISE CONSULTING (EUROPE) LIMITED","4564138","Active","Private limited company","","","","70229 78200","122 Clarence Road Sutton Coldfield B74 4AU","B74 4AU","70 78","2002","10","16","","","","52.5919358","-1.8422640000000001",
"PARKSIDE BUILDING SERVICES LTD","11133835","Active","Private limited company","","","","43390","115 Bakers Lane Sutton Coldfield B74 2BA","B74 2BA","43","2018","1","4","","","","52.5639288","-1.8815696",
"S G JONES ASSOCIATES LIMITED","3947203","Active","Private limited company","","","","43210","57 Four Oaks Common Road Sutton Coldfield Birmingham B74 4NW","B74 4NW","43","2000","3","14","","","","52.591961000000005","-1.8437450000000002",
"BETTER INVEST DIRECT LIMITED","3902497","Active","Private limited company","","","","66190","65 Bracebridge Road Four Oaks Estate Sutton Coldfield B74 2SL","B74 2SL","66","2000","1","5","","","","52.577458222222226","-1.8385054444444444",
"TABTRONICS LTD","7481294","Active","Private limited company","","","","47910","67 Manor Road Streetly Sutton Coldfield B74 3NF","B74 3NF","47","2011","1","4","","","","52.577766222222216","-1.8849172222222224",
"RHISE LIMITED","8852689","Active","Private limited company","","","","70229 85200","61 Irnham Road Four Oaks Sutton Coldfield B74 2TQ","B74 2TQ","70 85","2014","1","20","","","","52.58339588888889","-1.830354166666667",
"CROSSWIND PROPERTIES LTD","13625772","Active","Private limited company","","","","82990","28 Midgley Drive Sutton Coldfield B74 2TW","B74 2TW","82","2021","9","16","","","","52.58416157142857","-1.8332012857142856",
"RESIDENTIAL HEAT PUMPS LIMITED","11923912","Active","Private limited company","","","","43220","83 Blackwood Road Streetly Sutton Coldfield B74 3PW","B74 3PW","43","2019","4","3","","","","52.579306","-1.890178",
"HR21 CONSULTANCY LTD","11129275","Active","Private limited company","","","","82990","Suite D Astor House 282 Lichfield Road Four Oaks Sutton Coldfield B74 2UG","B74 2UG","82","2018","1","2","","","","52.58620545454546","-1.8288995454545451",
"ASSIST CORPORATION LIMITED","6467351","Active","Private limited company","","","","70100","79 Park View Road Sutton Coldfield B74 4PS","B74 4PS","70","2008","1","8","","","","52.589752000000004","-1.8598014615384613",
"VECTOR CONSULTING GROUP LIMITED","2343044","Active","Private limited company","","","","74990","25 Anderton Close Sutton Coldfield B74 2RJ","B74 2RJ","74","1989","2","3","","","","52.572307555555554","-1.8346466666666668",
"PARCEL GEAR LTD","13247907","Active","Private limited company","","","","47910","183 Clarence Road Sutton Coldfield B74 4LD","B74 4LD","47","2021","3","5","","","","52.595115666666665","-1.8444995000000002",
"POLYCORE PLASTICS LIMITED","7712758","Active","Private limited company","","","","25120 46720 47530 47599","99 Chester Road Streetly Sutton Coldfield B74 2HE","B74 2HE","25 46 47 ","2011","7","20","","","","52.577182500000006","-1.8835109000000003",
"TOP SPOT LEADS LIMITED","8983486","Active","Private limited company","","","","47910","79 Park View Road Sutton Coldfield B74 4PS","B74 4PS","47","2014","4","7","","","","52.589752000000004","-1.8598014615384613",
"SUDELEY INVESTMENTS LIMITED","7069043","Active","Private limited company","","","","68209","Gainsborough House 14 Burnett Road Sutton Coldfield B74 3EJ","B74 3EJ","68","2009","11","6","","","","52.5866906","-1.8733342",
"DELHI 6 RESTAURANT LIMITED","7469759","Active","Private limited company","","","","56101","12a Burnett Road Little Aston B74 3EJ","B74 3EJ","56","2010","12","14","","","","52.58658911111111","-1.8731527777777777",
"MCPHEELY HOMES LIMITED","13729458","Active","Private limited company","","","","68209","18 Barker Road Sutton Coldfield B74 2NY","B74 2NY","68","2021","11","8","","","","52.5725248888889","-1.8283395555555555",
"CONSTRUCTION AND DEMOLITION SERVICES LIMITED","12324534","Active","Private limited company","","","","43999","Ryknild House Burnett Road Birmingham B74 3EL","B74 3EL","43","2019","11","20","","","","52.5858395","-1.8724636666666665",
"HARTOCCUPATIONALTHERAPY LIMITED","7960450","Active","Private limited company","","","","86220","6a Little Aston Lane Sutton Coldfield B74 3UF","B74 3UF","86","2012","2","22","","","","52.602539","-1.853545",
"HBD OPERATIONS LTD","8401125","Active","Private limited company","","","","62090","31 Irnham Road Sutton Coldfield B74 2TN","B74 2TN","62","2013","2","13","","","","52.585085","-1.8313222857142857",
"INTER CITY BUILDING LIMITED","6237028","Active","Private limited company","","","","68209","83 Blackwood Road Streetly Sutton Coldfield B74 3PW","B74 3PW","68","2007","5","3","","","","52.579306","-1.890178",
"SR MANAGEMENT & CONSULTANCY LTD","8784696","Active","Private limited company","","","","70100 70221 70229","141 Hundred Acre Road Sutton Coldfield B74 2BJ","B74 2BJ","70  ","2013","11","21","","","","52.56824511111111","-1.8880292222222224",
"SL INVESTMENTS LTD","11655644","Active","Private limited company","","","","41201 68100","3c Mitre Court 38 Lichfield Road Sutton Coldfield B74 2LZ","B74 2LZ","41 68","2018","11","2","","","","52.568450142857145","-1.8214584285714288",
"SOHAL IMPORTS LTD","5845567","Active","Private limited company","","","","47710 68209","34 Newick Avenue Little Aston Sutton Coldfield B74 3DA","B74 3DA","47 68","2006","6","13","","","","52.59095","-1.87401",
"THE STREETLY ASSOCIATION","4241941","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","94990","The Streetly Association Foley Road East Streetly Sutton Coldfield B74 3HR","B74 3HR","94","2001","6","27","","","","52.5836685","-1.8816996",
"EYE CLINIQUE LIMITED","6760126","Active","Private limited company","","","","86900","12 Stoneleigh Close Sutton Coldfield B74 2QS","B74 2QS","86","2008","11","27","","","","52.57517428571429","-1.840882714285714",
"BUSINESS INTELLIGENT IQ LTD","8622697","Active","Private limited company","","","","62020","186 Blackberry Lane Sutton Coldfield B74 4JR","B74 4JR","62","2013","7","24","","","","52.599515","-1.8515444000000003",
"118 GROUP LIMITED","10065210","Active","Private limited company","","","","63110","62 Ancorage Road Sutton Coldfield B74 2PG","B74 2PG","63","2016","3","16","","","","52.567057","-1.8250656521739133",
"RICH TECHNICAL SOLUTIONS LTD","11049193","Active","Private limited company","","","","63990","3c Mitre Court 38 Lichfield Road Sutton Coldfield B74 2LZ","B74 2LZ","63","2017","11","6","","","","52.568450142857145","-1.8214584285714288",
"HENBAR HOLDINGS LIMITED","11087224","Active","Private limited company","","","","68100","47 Lichfield Road Sutton Coldfield B74 2NT","B74 2NT","68","2017","11","29","","","","52.56862045454545","-1.823387727272727",
"EVERESTS GROUP LTD","13036248","Active","Private limited company","","","","56102","71 Bracebridge Road Sutton Coldfield B74 2SL","B74 2SL","56","2020","11","23","","","","52.577458222222226","-1.8385054444444444",
"RUDRA INVESTMENTS LIMITED","13091344","Active","Private limited company","","","","68100","11 Roman Lane Sutton Coldfield B74 3AE","B74 3AE","68","2020","12","18","","","","52.592431999999995","-1.8707141999999997",
"HEATING INSTALLATION NETWORK LTD","11777297","Active","Private limited company","","","","43220","19 Chelsea Drive Sutton Coldfield B74 4UG","B74 4UG","43","2019","1","21","","","","52.597082799999995","-1.8415288",
"FRANCINES TRAVEL LTD","10202326","Active","Private limited company","","","","79110","18 Thornhill Park Sutton Coldfield B74 2LG","B74 2LG","79","2016","5","26","","","","52.57813","-1.88038",
"SOZO KLENZ LTD","13096960","Active","Private limited company","","","","86900","184e Chester Road Streetly Sutton Coldfield Birmingham B74 3NA","B74 3NA","86","2020","12","23","","","","52.577766222222216","-1.8849172222222224",
"MAP TALENT GROUP LIMITED","11353181","Active","Private limited company","","","","78109 78200","31 Bracebridge Road Sutton Coldfield B74 2QL","B74 2QL","78 ","2018","5","10","","","","52.577018571428574","-1.8341362857142858",
"CREATIVE REALTY LIMITED","12790051","Active","Private limited company","","","","68310","7 Station Approach Sutton Coldfield B74 4EB","B74 4EB","68","2020","8","4","","","","52.603683000000004","-1.8449738000000004",
"MURCOBEV LTD","12439562","Active","Private limited company","","","","46342","11 St Margarets Four Oaks West Mids Sutton Coldfield B74 4HU","B74 4HU","46","2020","2","3","","","","52.589448919999995","-1.8647443866666666",
"IGA CONTRACTORS LTD","11913745","Active","Private limited company","","","","41201","19 Mayland Drive Sutton Coldfield B74 2DG","B74 2DG","41","2019","3","29","","","","52.5657666","-1.8836013",
"ONE PIMA LTD","12360854","Active","Private limited company","","","","68209","84 Clarence Road Sutton Coldfield B74 4AR","B74 4AR","68","2019","12","12","","","","52.589962250000006","-1.83988375",
"SHOKAR HAULAGE LIMITED","6590112","Active","Private limited company","","","","49410","9 Pagoda Close Streetly Sutton Coldfield B74 2AY","B74 2AY","49","2008","5","12","","","","52.57086","-1.88782",
"POWIS PETS LTD","10667121","Active","Private limited company","","","","68100 68209","3 Oakwood Drive Sutton Coldfield B74 3SZ","B74 3SZ","68 ","2017","3","13","","","","52.57734","-1.89638",
"HIRJAI LIMITED","12435997","Active","Private limited company","","","","68209","Suite D Astor House 282 Lichfield Road Four Oaks Sutton Coldfield B74 2UG","B74 2UG","68","2020","1","31","","","","52.58620545454546","-1.8288995454545451",
"MERE GREEN BUILDERS LIMITED","2046245","Active","Private limited company","","","","41100","46 Clarence Road Four Oaks Sutton Coldfield B74 4AQ","B74 4AQ","41","1986","8","13","","","","52.58851942857142","-1.8383935714285715",
"ABG CONSULT LIMITED","9403637","Active","Private limited company","","","","70229","5 Balmoral Road Sutton Coldfield B74 4UF","B74 4UF","70","2015","1","23","","","","52.59942959999999","-1.8427329999999997",
"AGILE MEANS LIMITED","10137352","Active","Private limited company","","","","62090","10 Kittoe Road Sutton Coldfield Birmingham B74 4SA","B74 4SA","62","2016","4","21","","","","52.590276249999995","-1.8386454166666668",
"MEDICS4U.COM LTD","11905445","Active","Private limited company","","","","86210 86220","62 Bennett Road Sutton Coldfield B74 4TG","B74 4TG","86 ","2019","3","26","","","","52.589656777777776","-1.8565008888888892",
"RICHARD HARDY CONSTRUCTION LIMITED","5049688","Active","Private limited company","","","","41202","6a Little Aston Lane Sutton Coldfield B74 3UF","B74 3UF","41","2004","2","19","","","","52.602539","-1.853545",
"SIGNATURE HOLDINGS LIMITED","4621724","Active","Private limited company","","","","68209","83 Blackwood Road Streetly Sutton Coldfield B74 3PW","B74 3PW","68","2002","12","19","","","","52.579306","-1.890178",
"DURKIN PROPERTY LTD","11573800","Active","Private limited company","","","","68310","Office 5 10 Burnett Road Sutton Coldfield B74 3EJ","B74 3EJ","68","2018","9","18","","","","52.586477333333335","-1.8729764444444443",
"S&O TRADE LTD","11655394","Active","Private limited company","","","","46160","10 Blackberry Gardens Blackberry Lane Sutton Coldfield B74 4JR","B74 4JR","46","2018","11","1","","","","52.599515","-1.8515444000000003",
"THE STREETLY ACADEMY","7841414","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","85310","Queslett Road East Sutton Coldfield B74 2EX","B74 2EX","85","2011","11","9","","","","52.5688415","-1.8834896666666667",
"IPA HOMES AND PROPERTIES LIMITED","13103203","Active","Private limited company","","","","41202 68100 68209 68320","1 Vernon Close Four Oaks Sutton Coldfield B74 4EA","B74 4EA","41 68  ","2020","12","30","","","","52.6013418","-1.8530644000000003",
"PROCESS SAFETY MANAGEMENT LIMITED","2669311","Active","Private limited company","","","","70229","7 Stonehouse Drive Little Aston Park Little Aston Sutton Coldfield B74 3AL","B74 3AL","70","1991","12","9","","","","52.59428","-1.86785",
"RJW ELECTRICAL LIMITED","8893133","Active","Private limited company","","","","43210","80 Russell Bank Road Sutton Coldfield B74 4RJ","B74 4RJ","43","2014","2","13","","","","52.592601","-1.8491084",
"PURIFY UK LTD","8404501","Active","Private limited company","","","","81222","235 Clarence Road Sutton Coldfield B74 4LP","B74 4LP","81","2013","2","15","","","","52.5976948","-1.8470745999999998",
"DAMAGE RECLAIM LIMITED","10685457","Active","Private limited company","","","","82200","Suite D Astor House 282 Lichfield Road Four Oaks Sutton Coldfield B74 2UG","B74 2UG","82","2017","3","22","","","","52.58620545454546","-1.8288995454545451",
"JABA ASSOCIATES LIMITED","6272580","Active","Private limited company","","","","70229 86900","17 Rosemary Hill Road Sutton Coldfield B74 4HL","B74 4HL","70 86","2007","6","7","","","","52.5890934","-1.866438",
"THE RAILWAY PERFORMANCE SOCIETY FOUNDATION LIMITED","8807314","Active","Private limited by guarantee without share capital","","","","96090","16 Haycroft Drive Sutton Coldfield B74 4DN","B74 4DN","96","2013","12","9","","","","52.5969388","-1.8381523999999998",
"SECURE LOCUMS LIMITED","6762328","Active","Private limited company","","","","86900","150 Walsall Road Four Oaks Sutton Coldfield B74 4RD","B74 4RD","86","2008","12","1","","","","52.592808181818185","-1.852224181818182",
"CYDAF TECHNOLOGIES LTD","8167010","Active","Private limited company","","","","39000","8 Little Aston Lane Little Aston Sutton Coldfield B74 3UF","B74 3UF","39","2012","8","3","","","","52.602539","-1.853545",
"PROJICON LIMITED","9348968","Active","Private limited company","","","","62020","378 Lichfield Road Four Oaks Sutton Coldfield B74 4BH","B74 4BH","62","2014","12","10","","","","52.589907777777775","-1.832018777777778",
"THE WELLBEING CREW SERVICES CIC","12236485","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","86900","393 Lichfield Road Sutton Coldfield B74 4DH","B74 4DH","86","2019","10","1","","","","52.59144742857143","-1.8346961428571429",
"RUDRA SHIVA LIMITED","13261853","Active","Private limited company","","","","64209 68209","11 Roman Lane Little Aston Park Sutton Coldfield B74 3AE","B74 3AE","64 68","2021","3","12","","","","52.59252830909091","-1.8710288636363637",
"NEBULA PRODUCTS LIMITED","12925087","Active","Private limited company","","","","25940","59 Nicholas Road Sutton Coldfield B74 3QR","B74 3QR","25","2020","10","3","","","","52.57672","-1.89278",
"BLISSFUL HOMES LIMITED","13196469","Active","Private limited company","","","","68100 68201 68209 68320","7 Hardwick Road Sutton Coldfield B74 3BT","B74 3BT","68   ","2021","2","11","","","","52.58796445454546","-1.870983181818182",
"FORMULA MOTION LTD","8007078","Active","Private limited company","","","","28990","2a Hardwick Road Sutton Coldfield B74 3BU","B74 3BU","28","2012","3","26","","","","52.58796445454546","-1.870983181818182",
"AT THE WATERS EDGE LTD","8664310","Active","Private limited company","","","","62020","37 Clarence Road Sutton Coldfield B74 4AQ","B74 4AQ","62","2013","8","27","","","","52.588040444444445","-1.8386115555555556",
"PEKING GARDEN SUTTON COLDFIELD LIMITED","12205724","Active","Private limited company","","","","56103","30 Lichfield Road Sutton Coldfield B74 2NJ","B74 2NJ","56","2019","9","13","","","","52.56829914285714","-1.822547285714286",
"GIB'S CHERISHED NUMBERS LIMITED","8586345","Active","Private limited company","","","","82990","1 Chestnut Close Streetly Sutton Coldfield B74 3EF","B74 3EF","82","2013","6","26","","","","52.5890808","-1.8818487999999998",
"NIPA PVT LTD","12690527","Active","Private limited company","","","","68100","2 Stonehouse Drive Sutton Coldfield B74 3AL","B74 3AL","68","2020","6","22","","","","52.59428","-1.86785",
"OSCARCROSS LIMITED","12321702","Active","Private limited company","","","","99999","83 Blackwood Road Streetly Sutton Coldfield B74 3PW","B74 3PW","99","2019","11","19","","","","52.579306","-1.890178",
"CHRIS CUNLIFFE CONSULTANCY LTD","10974680","Active","Private limited company","","","","70229","62 Thornhill Park Sutton Coldfield B74 2LN","B74 2LN","70","2017","9","21","","","","52.57682","-1.88102",
"ELECTRO TECHNICAL & ROBOTIC SERVICES LIMITED","13463934","Active","Private limited company","","","","27900","83 Blackwood Road Streetly Sutton Coldfield B74 3PW","B74 3PW","27","2021","6","18","","","","52.579306","-1.890178",
"DATTANI INVESTMENTS LIMITED","10247921","Active","Private limited company","","","","68100 68209","11 Roman Lane Sutton Coldfield B74 3AE","B74 3AE","68 ","2016","6","23","","","","52.592431999999995","-1.8707141999999997",
"FAITHFULLY CONSULTING LTD","12699908","Active","Private limited company","","","","82990","178 Walsall Road Sutton Coldfield B74 4RH","B74 4RH","82","2020","6","26","","","","52.59425715384615","-1.854694230769231",
"INSPIRED MANAGEMENT CONSULTANTS LTD","12708517","Active","Private limited company","","","","74909","61 Coniston Road Sutton Coldfield B74 3LF","B74 3LF","74","2020","6","30","","","","52.58947","-1.88628",
"J LOWE & SONS LIMITED","11424312","Active","Private limited company","","","","70221","83 Blackwood Road Streetly Sutton Coldfield B74 3PW","B74 3PW","70","2018","6","20","","","","52.579306","-1.890178",
"ONENS ENTERPRISES LTD","12703996","Active","Private limited company","","","","74909 86900","Suite Mh21 The Moat House 24 Lichfield Road Sutton Coldfield B74 2NJ","B74 2NJ","74 86","2020","6","29","","","","52.56843239999999","-1.8221944",
"JDEEE LIMITED","13512877","Active","Private limited company","","","","68100 68209 68320","22 Bridlewood Sutton Coldfield B74 3HE","B74 3HE","68  ","2021","7","15","","","","52.58057846666666","-1.8808694666666668",
"DAVID HETHERINGTON LEGAL LIMITED","10801908","Active","Private limited company","","","","69102","18 Mellor Drive Sutton Coldfield B74 4TL","B74 4TL","69","2017","6","5","","","","52.590286444444445","-1.851436222222222",
"THE RAILWAY PERFORMANCE SOCIETY LIMITED","4488089","Active","Private limited by guarantee without share capital","","","","94990","16 Haycroft Drive Sutton Coldfield B74 4DN","B74 4DN","94","2002","7","17","","","","52.5969388","-1.8381523999999998",
"PACE PRIVATE PSYCHIATRY LIMITED","12363039","Active","Private limited company","","","","99999","8 Astor House 282 Lichfield Road Sutton Coldfield B74 2UG","B74 2UG","99","2019","12","13","","","","52.58620545454546","-1.8288995454545451",
"D & A STAYS LTD","13218408","Active","Private limited company","","","","68100 68209 68310 68320","95 Bankside Crescent Streetly Sutton Coldfield B74 2JA","B74 2JA","68   ","2021","2","23","","","","52.571837","-1.885774",
"A S SIDHU BUILDERS LTD","12020391","Active","Private limited company","","","","43390","89 Lilac Avenue Sutton Coldfield B74 3TB","B74 3TB","43","2019","5","28","","","","52.577","-1.89477",
"ASR PHARMA LTD","13409574","Active","Private limited company","","","","47730","1 Middleton Road Sutton Coldfield B74 3EU","B74 3EU","47","2021","5","19","","","","52.586007","-1.8727174285714285",
"JD MORRIS PROPERTY LTD","10767462","Active","Private limited company","","","","68100 68209","31 Clarence Road Sutton Coldfield B74 4AQ","B74 4AQ","68 ","2017","5","12","","","","52.58785820000001","-1.8382956",
"KESTREL AUTOMOTIVE LIMITED","12581658","Active","Private limited company","","","","74100","4 Kestrel Drive Sutton Coldfield B74 4XW","B74 4XW","74","2020","5","1","","","","52.6006396","-1.8417303999999999",
"AGREE RECRUITMENT GROUP LTD","12647586","Active","Private limited company","","","","78109 78200","99 Chester Road Streetly Sutton Coldfield B74 2HE","B74 2HE","78 ","2020","6","5","","","","52.577182500000006","-1.8835109000000003",
"SAFE GAS DETECTION LIMITED","12705839","Active","Private limited company","","","","82990","8 Blue Cedar Drive Streetly Sutton Coldfield B74 2AE","B74 2AE","82","2020","6","30","","","","52.57143","-1.88913",
"WEB APPROACH LTD","13476792","Active","Private limited company","","","","62012 62020 70229 73110","31 Bankside Crescent Sutton Coldfield B74 2HZ","B74 2HZ","62  70 73","2021","6","25","","","","52.57169646153846","-1.8332722307692306",
"ZA SOLUTIONS LIMITED","6977332","Active","Private limited company","","","","74909","457 Lichfield Road Sutton Coldfield B74 4DJ","B74 4DJ","74","2009","7","30","","","","52.5943044","-1.8372326",
"CEDARWOOD (FOUR OAKS) MANAGEMENT COMPANY LIMITED","4405109","Active","Private limited company","","","","98000","3 Cedarwood 1 Four Oaks Road Sutton Coldfield B74 2SH","B74 2SH","98","2002","3","27","","","","52.579671066666656","-1.8306362",
